time,temperature_2m (°C),wind_speed_10m (km/h),precipitation (mm),cloud_cover (%),visibility (m)
2025-01-24T18:00,-0.9,10,0,0,48600
2025-01-24T19:00,-0.8,11.9,0,0,47900
2025-01-24T20:00,-1,11.3,0,0,54300
2025-01-24T21:00,-2,12.2,0,0,56700
2025-01-24T22:00,-3.6,9,0,5,51700
2025-01-24T23:00,-4.6,7.9,0,0,47800
2025-01-25T00:00,-5.1,10.6,0,0,49000
2025-01-25T01:00,-5.7,3.4,0,0,47900
2025-01-25T02:00,-7,7.7,0,0,41400
2025-01-25T03:00,-8.2,5,0,0,35100
2025-01-25T04:00,-9.2,5.4,0,0,24000
2025-01-25T05:00,-9.4,7,0,0,32900
2025-01-25T06:00,-10.6,6.5,0,0,18700
2025-01-25T07:00,-11.2,6.6,0,3,16400
2025-01-25T08:00,-11.8,4.7,0,7,16000
2025-01-25T09:00,-12.7,5.1,0,100,200
2025-01-25T10:00,-12.1,6,0,5,15500
2025-01-25T11:00,-12.3,7.3,0,50,18000
2025-01-25T12:00,-12.5,9.1,0,2,17800
2025-01-25T13:00,-11.1,2.6,0,5,17500
2025-01-25T14:00,-7.5,6.2,0,10,21200
2025-01-25T15:00,-4.4,9.7,0,6,40600
2025-01-25T16:00,-2.8,19,0,14,51200
2025-01-25T17:00,-2.4,18.7,0,25,48200
2025-01-25T18:00,-1.9,19.3,0,15,49600
2025-01-25T19:00,-1.4,18.2,0,4,50200
2025-01-25T20:00,-1.6,15.5,0,1,46700
2025-01-25T21:00,-2,13,0,12,48800
2025-01-25T22:00,-3.4,11.5,0,31,42800
2025-01-25T23:00,-3.7,11,0,5,44100
2025-01-26T00:00,-4.2,10.2,0,14,44600
2025-01-26T01:00,-4.9,8.6,0,0,41800
2025-01-26T02:00,-5.3,11,0,0,46100
2025-01-26T03:00,-5.3,9.9,0,0,43600
2025-01-26T04:00,-5.8,10.3,0,0,38100
2025-01-26T05:00,-5.4,10,0,0,45800
2025-01-26T06:00,-5.8,8.9,0,0,38300
2025-01-26T07:00,-5.7,6.8,0,96,34000
2025-01-26T08:00,-5.7,6.8,0,96,36100
2025-01-26T09:00,-6.2,5.9,0,96,34100
2025-01-26T10:00,-6,5.1,0,96,28200
2025-01-26T11:00,-5.7,5.8,0,75,27600
2025-01-26T12:00,-5.3,7.9,0,98,23100
2025-01-26T13:00,-4.2,8.1,0,94,22200
2025-01-26T14:00,-0.9,11.7,0,87,27800
2025-01-26T15:00,2.3,19.8,0,99,39900
2025-01-26T16:00,4.9,23.4,0,5,45100
2025-01-26T17:00,5.4,31.8,0,15,51800
2025-01-26T18:00,5.3,31.1,0,31,53600
2025-01-26T19:00,5,26.5,0,32,52700
2025-01-26T20:00,5.1,29.5,0,10,59000
2025-01-26T21:00,4.2,23.4,0,0,55300
2025-01-26T22:00,2.7,20.5,0,0,56300
2025-01-26T23:00,1.6,19.7,0,9,60300
2025-01-27T00:00,0.7,18.3,0,6,58600
2025-01-27T01:00,-0.4,13.9,0,0,57600
2025-01-27T02:00,-1.1,12.3,0,0,52300
2025-01-27T03:00,-1.8,9.2,0,0,48900
2025-01-27T04:00,-1.8,10,0,0,52200
2025-01-27T05:00,-2.3,8.2,0,0,49400
2025-01-27T06:00,-2.7,7.1,0,0,45800
2025-01-27T07:00,-3.1,6.9,0,0,44600
2025-01-27T08:00,-4,6.4,0,0,44700
2025-01-27T09:00,-4.5,6.9,0,0,35000
2025-01-27T10:00,-4.3,5.8,0,0,37600
2025-01-27T11:00,-4.9,4.3,0,1,40300
2025-01-27T12:00,-5.2,7.5,0,0,50600
2025-01-27T13:00,-3.7,8.2,0,100,47900
2025-01-27T14:00,-1.2,16.6,0,100,46300
2025-01-27T15:00,0.6,22.4,0,0,47500
2025-01-27T16:00,1.8,24,0,0,50000
2025-01-27T17:00,3,26.2,0,0,56200
2025-01-27T18:00,3.8,27.8,0,0,58000
2025-01-27T19:00,4.5,28.5,0,0,60000
2025-01-27T20:00,4.6,28.6,0,0,59100
2025-01-27T21:00,4.1,24,0,1,59900
2025-01-27T22:00,2.4,23.7,0,1,58100
2025-01-27T23:00,1.4,19.9,0,98,61300
2025-01-28T00:00,0.3,21.2,0,98,50200
2025-01-28T01:00,0.4,22.3,0,99,53300
2025-01-28T02:00,0.8,24.2,0,98,58300
2025-01-28T03:00,1.3,22.7,0,12,67600
2025-01-28T04:00,1.3,22.4,0,0,60300
2025-01-28T05:00,1.3,21.9,0,0,53500
2025-01-28T06:00,1.3,21.7,0,0,48400
2025-01-28T07:00,1.8,19.3,0,19,54800
2025-01-28T08:00,2.2,18.7,0,100,58100
2025-01-28T09:00,2,17.2,0,98,64200
2025-01-28T10:00,2.1,14.7,0,67,63500
2025-01-28T11:00,2.2,17.5,0,44,64900
2025-01-28T12:00,2.1,17.9,0,100,66700
2025-01-28T13:00,2.4,21.3,0,98,64600
2025-01-28T14:00,3.9,30,0,9,55000
2025-01-28T15:00,4.3,34.7,0,40,51800
2025-01-28T16:00,3.4,37.5,0,21,55700
2025-01-28T17:00,3.4,44.1,0,31,71000
2025-01-28T18:00,2.3,36.4,0,46,73400
2025-01-28T19:00,1.4,32.5,0,44,69000
2025-01-28T20:00,0.3,24.7,0,23,70800
2025-01-28T21:00,-0.4,19.4,0,3,72700
2025-01-28T22:00,-2.2,9.4,0,0,71100
2025-01-28T23:00,-4.6,10,0,85,69300
2025-01-29T00:00,-4.8,10.2,0,97,69800
2025-01-29T01:00,-5.4,12.8,0,86,61900
2025-01-29T02:00,-5.6,7.9,0,90,63300
2025-01-29T03:00,-5.3,7.2,0,98,61600
2025-01-29T04:00,-4.7,1.3,0,99,60400
2025-01-29T05:00,-4.2,4,0,86,55000
2025-01-29T06:00,-5.5,5.7,0.3,100,5400
2025-01-29T07:00,-5.4,10,0.7,100,5200
2025-01-29T08:00,-5.3,7.9,0.6,100,3000
2025-01-29T09:00,-4.9,6,0.1,100,15600
2025-01-29T10:00,-4.8,1.3,0.5,100,10000
2025-01-29T11:00,-3.8,6.6,0.1,6,17700
2025-01-29T12:00,-5.1,4,0,69,16800
2025-01-29T13:00,-3.8,3.9,0,96,16300
2025-01-29T14:00,-1.6,9.7,0,53,19900
2025-01-29T15:00,1.2,14,0,40,33000
2025-01-29T16:00,4,13.6,0,37,39400
2025-01-29T17:00,7.1,14.7,0,97,43900
2025-01-29T18:00,9.1,22,0,57,51600
2025-01-29T19:00,8,30.8,0,99,40300
2025-01-29T20:00,5.8,26.8,0,99,25300
2025-01-29T21:00,6.1,27.9,0,99,36000
2025-01-29T22:00,3.7,31.7,0,100,34100
2025-01-29T23:00,3.2,38.8,0,0,54600
2025-01-30T00:00,0.7,34,0,0,55000
2025-01-30T01:00,0.6,29.6,0,0,62600
2025-01-30T02:00,-0.2,24.9,0,0,58600
2025-01-30T03:00,-1.1,31.3,0,6,57500
2025-01-30T04:00,-1.3,28.8,0,100,49200
2025-01-30T05:00,-3.1,18.8,0,95,45500
2025-01-30T06:00,-5,20.3,0,0,48000
2025-01-30T07:00,-6.2,13.2,0,2,42100
2025-01-30T08:00,-7.4,11.1,0,0,41800
2025-01-30T09:00,-8.5,13.1,0,1,35700
2025-01-30T10:00,-8.1,17.9,0,3,43800
2025-01-30T11:00,-8.6,11.9,0,13,39400
2025-01-30T12:00,-9.2,10.2,0,47,37000
2025-01-30T13:00,-8,6,0,34,36900
2025-01-30T14:00,-5.8,12.7,0,36,37900
2025-01-30T15:00,-4.8,20.7,0,24,45700
2025-01-30T16:00,-3.7,23.8,0,2,51200
2025-01-30T17:00,-3,23.9,0,2,57700
2025-01-30T18:00,-2.5,23.8,0,29,59700
2025-01-30T19:00,-2.1,24.9,0,2,63400
2025-01-30T20:00,-2.3,25.2,0,3,61900
2025-01-30T21:00,-2.9,18.9,0,0,60600
2025-01-30T22:00,-5,7.8,0,0,56600
2025-01-30T23:00,-6.3,7.7,0,0,53100
2025-01-31T00:00,-7.2,7.6,0,2,50900
2025-01-31T01:00,-7.4,8.1,0,0,50400
2025-01-31T02:00,-7.6,7.2,0,0,47600
2025-01-31T03:00,-7.4,5.9,0,13,44300
2025-01-31T04:00,-6.7,6.9,0,14,45700
2025-01-31T05:00,-5.9,7.9,0,88,42400
2025-01-31T06:00,-5.4,8.6,0,95,43300
2025-01-31T07:00,-4.8,8.6,0,96,43800
2025-01-31T08:00,-4.6,9.4,0,95,42000
2025-01-31T09:00,-3.6,7.7,0,95,39100
2025-01-31T10:00,-3.1,8,0,95,30400
2025-01-31T11:00,-3.3,6.3,0,95,25500
2025-01-31T12:00,-2.4,9,0,99,22800
2025-01-31T13:00,-1.2,7.6,0,100,18200
2025-01-31T14:00,2.8,8,0,99,17900
2025-01-31T15:00,5.1,13.5,0,99,17700
2025-01-31T16:00,6,15.6,0,98,17000
2025-01-31T17:00,5.6,15.3,0.3,98,8000
2025-01-31T18:00,5.3,11.7,1.1,100,6500
2025-01-31T19:00,5.7,7.7,1.2,100,6700
2025-01-31T20:00,4.9,1.4,1,100,8100
2025-01-31T21:00,4.2,3.1,0.1,100,12400
2025-01-31T22:00,3.8,0.4,0.5,100,4000
2025-01-31T23:00,3.4,5,2.4,100,200
2025-02-01T00:00,1.4,2.7,1.4,100,200
2025-02-01T01:00,2,4.4,1.1,100,200
2025-02-01T02:00,2.1,4.7,2,100,3900
2025-02-01T03:00,1.7,5.8,1.5,100,7100
2025-02-01T04:00,1.2,9.4,1.7,100,5900
2025-02-01T05:00,1,9.1,0.5,100,2900
2025-02-01T06:00,0.9,9.4,0.4,100,13200
2025-02-01T07:00,0.7,10.2,0.2,100,12200
2025-02-01T08:00,0.9,8.9,0,100,12600
2025-02-01T09:00,0.5,15,0,100,12500
2025-02-01T10:00,0,16.2,0.2,100,13500
2025-02-01T11:00,-0.2,16.5,0,100,13900
2025-02-01T12:00,-0.5,16.4,0,100,13600
2025-02-01T13:00,-0.7,15.4,0,100,12900
2025-02-01T14:00,-1.1,15.1,0.1,100,12900
2025-02-01T15:00,-1.1,17.1,0.4,100,12400
2025-02-01T16:00,-2.6,17.9,0.6,100,16600
2025-02-01T17:00,-2.8,16.8,0.5,100,8000
2025-02-01T18:00,-3,16.6,0,100,18000
2025-02-01T19:00,-2.6,24.5,0,87,25700
2025-02-01T20:00,-2.9,22.2,0,100,30000
2025-02-01T21:00,-3.8,23.2,0,0,32900
2025-02-01T22:00,-5.3,15.6,0,0,38100
2025-02-01T23:00,-6,16.9,0,0,43600
2025-02-02T00:00,-7,15.6,0,100,43500
2025-02-02T01:00,-7.7,18.6,0,100,37000
2025-02-02T02:00,-8.5,18.6,0,47,37600
2025-02-02T03:00,-9.3,16.2,0,45,38600
2025-02-02T04:00,-10.2,13.6,0,0,37000
2025-02-02T05:00,-11.1,11.2,0,0,35800
2025-02-02T06:00,-11.6,11.2,0,0,33800
2025-02-02T07:00,-12.3,8.9,0,51,1000
2025-02-02T08:00,-13,7.2,0,0,28800
2025-02-02T09:00,-13.7,5.2,0,0,26800
2025-02-02T10:00,-13.9,6.4,0,2,27500
2025-02-02T11:00,-14.3,6.2,0,14,23900
2025-02-02T12:00,-14.7,4.6,0,11,21500
2025-02-02T13:00,-13.5,8,0,7,22600
2025-02-02T14:00,-11,7.5,0,40,1000
2025-02-02T15:00,-8.6,7.8,0,75,25800
2025-02-02T16:00,-6.7,5.1,0,22,25000
2025-02-02T17:00,-5,3.8,0,61,22900
2025-02-02T18:00,-4.5,6.2,0,90,19100
2025-02-02T19:00,-4.2,5.6,0,98,18400
2025-02-02T20:00,-3.8,6.5,0,84,22000
2025-02-02T21:00,-3.9,6.5,0,100,19700
2025-02-02T22:00,-4.5,6,0,100,22100
2025-02-02T23:00,-4.3,7.6,0,98,23800
2025-02-03T00:00,-4.4,10.2,0,98,21300
2025-02-03T01:00,-3.8,10,0,99,20600
2025-02-03T02:00,-2.7,12.3,0,100,21000
2025-02-03T03:00,-2.6,11.6,0,100,5100
2025-02-03T04:00,-2.7,10.5,0.3,100,2000
2025-02-03T05:00,-2.4,7.9,0.8,100,1300
2025-02-03T06:00,-2,5.6,0.6,100,2900
2025-02-03T07:00,-2.1,6.5,0.2,100,12800
2025-02-03T08:00,-1.6,8.9,0.1,100,12800
2025-02-03T09:00,-1.6,4.6,0.2,100,12900
2025-02-03T10:00,-1.6,4.4,0,100,12700
2025-02-03T11:00,-1.7,5.4,0,100,13300
2025-02-03T12:00,-1.9,5.4,0,100,14400
2025-02-03T13:00,-1.2,7.6,0,80,13200
2025-02-03T14:00,0.3,7.4,0,50,14700
2025-02-03T15:00,1.7,9,0,100,16700
2025-02-03T16:00,2.5,5.9,0,50,17800
2025-02-03T17:00,4,7.4,0,100,21300
2025-02-03T18:00,4.6,10.8,0,100,23200
2025-02-03T19:00,5.7,12.6,0,58,24900
2025-02-03T20:00,6,13.8,0,25,24300
2025-02-03T21:00,5.5,11.9,0,44,23400
2025-02-03T22:00,4.2,11.9,0,1,21000
2025-02-03T23:00,3.3,11.3,0,99,19600
2025-02-04T00:00,3.8,14.4,0,98,20800
2025-02-04T01:00,3.6,16.7,0,98,19000
2025-02-04T02:00,3.4,17.8,0,98,20200
2025-02-04T03:00,3.8,20.7,0,98,19400
2025-02-04T04:00,3.9,18.1,0,100,19700
2025-02-04T05:00,3.9,12.8,0,98,17300
2025-02-04T06:00,4.8,16.3,0,71,18800
2025-02-04T07:00,4.9,11.3,0,15,18400
2025-02-04T08:00,4.5,14.3,0,100,17500
2025-02-04T09:00,3.7,9.2,0,97,18000
2025-02-04T10:00,3.3,6,0,17,18300
2025-02-04T11:00,1.6,5.2,0,84,16900
2025-02-04T12:00,1,10.1,0,100,19100
2025-02-04T13:00,1.7,9.8,0,100,19000
2025-02-04T14:00,3.1,13.2,0,7,24100
2025-02-04T15:00,3.9,23.2,0,100,28100
2025-02-04T16:00,4.9,26.6,0,50,42100
2025-02-04T17:00,4.9,26.8,0,3,49400
2025-02-04T18:00,5.2,27.4,0,45,49200
2025-02-04T19:00,4.5,33.1,0,38,52200
2025-02-04T20:00,3.4,29.2,0,33,54100
2025-02-04T21:00,2.1,33.7,0,9,67300
2025-02-04T22:00,0.4,28.4,0,0,58900
2025-02-04T23:00,-0.5,24.8,0,0,59700
2025-02-05T00:00,-2.3,22.4,0,52,49900
2025-02-05T01:00,-3.2,24,0,0,52800
2025-02-05T02:00,-3.7,14.7,0,6,48800
2025-02-05T03:00,-4.4,15.3,0,1,45400
2025-02-05T04:00,-5.1,16.7,0,0,45700
2025-02-05T05:00,-5.5,11.4,0,0,44000
2025-02-05T06:00,-6.4,8.1,0,0,41800
2025-02-05T07:00,-7.1,8.6,0,0,36800
2025-02-05T08:00,-7.4,10.8,0,37,40300
2025-02-05T09:00,-7.3,9.7,0,100,35400
2025-02-05T10:00,-7.4,9.4,0,4,33600
2025-02-05T11:00,-7.9,9.5,0,51,32500
2025-02-05T12:00,-8.3,9.7,0,8,37700
2025-02-05T13:00,-7.6,13.6,0,53,31800
2025-02-05T14:00,-6.7,17.5,0,14,35400
2025-02-05T15:00,-5.7,19.4,0,5,40800
2025-02-05T16:00,-4.3,20.3,0,4,48900
2025-02-05T17:00,-3.1,21.7,0,1,55100
2025-02-05T18:00,-2.8,18.7,0,3,53000
2025-02-05T19:00,-2.4,18.7,0,2,57000
2025-02-05T20:00,-2.4,16.1,0,3,58300
2025-02-05T21:00,-2.9,15,0,0,60900
2025-02-05T22:00,-4,9.4,0,0,55500
2025-02-05T23:00,-5.2,4.6,0,0,56400
2025-02-06T00:00,-6.4,4.1,0,0,52700
2025-02-06T01:00,-7.6,2.3,0,0,45400
2025-02-06T02:00,-8.4,3.2,0,0,44800
2025-02-06T03:00,-9.3,6.1,0,0,36400
2025-02-06T04:00,-9.6,2.9,0,0,39100
2025-02-06T05:00,-9.8,1.1,0,0,38400
2025-02-06T06:00,-10.4,6.2,0,0,35300
2025-02-06T07:00,-11.3,4,0,0,26800
2025-02-06T08:00,-11.3,3.3,0,11,19600
2025-02-06T09:00,-10.8,2.6,0,56,21300
2025-02-06T10:00,-9.9,4.4,0,42,23600
2025-02-06T11:00,-8.9,7.4,0,98,30300
2025-02-06T12:00,-6.7,9.4,0,98,23400
2025-02-06T13:00,-4.7,18.9,0,100,26400
2025-02-06T14:00,-3,17.1,0.1,100,3900
2025-02-06T15:00,-2.7,12.6,0.8,100,1300
2025-02-06T16:00,-1.7,11,1.1,100,700
2025-02-06T17:00,-1.4,12.1,1.5,100,1200
2025-02-06T18:00,-1,8.2,0.4,100,7000
2025-02-06T19:00,-0.7,3.6,0.7,100,8200
2025-02-06T20:00,-0.1,4.8,0.2,100,13400
2025-02-06T21:00,-0.1,2.8,0.6,100,13100
2025-02-06T22:00,-0.2,4.3,0,100,1800
2025-02-06T23:00,-0.2,5.1,0,100,12500
2025-02-07T00:00,-0.1,7.2,0,100,1300
2025-02-07T01:00,-1,6.9,0,100,800
2025-02-07T02:00,-1.3,5.6,0,100,2500
2025-02-07T03:00,-1.4,8.4,0,100,2000
2025-02-07T04:00,-0.9,6,0,100,12200
2025-02-07T05:00,-0.7,8.7,0,100,13100
2025-02-07T06:00,0.7,13.6,0,100,13500
2025-02-07T07:00,1.4,11.4,0,100,14000
2025-02-07T08:00,1.6,10.6,0,100,13800
2025-02-07T09:00,1.6,9.8,0,97,14400
2025-02-07T10:00,1.4,7.1,0,100,14700
2025-02-07T11:00,1.2,7,0,100,13400
2025-02-07T12:00,0.4,13.8,0,10,14400
2025-02-07T13:00,1.9,16.2,0,12,24500
2025-02-07T14:00,3.4,30.6,0,0,44600
2025-02-07T15:00,3.7,36.3,0,24,55400
2025-02-07T16:00,2.5,35.4,0,36,48000
2025-02-07T17:00,2.8,31.4,0,99,55200
2025-02-07T18:00,2.4,32.3,0,31,55400
2025-02-07T19:00,2.5,31.7,0,8,59500
2025-02-07T20:00,2.4,32.1,0,46,60800
2025-02-07T21:00,1.8,28.9,0,1,62900
2025-02-07T22:00,-0.2,24.1,0,7,58600
2025-02-07T23:00,-0.9,20.5,0,2,55100
2025-02-08T00:00,-2,14,0,2,50200
2025-02-08T01:00,-2.1,21.8,0,0,54400
2025-02-08T02:00,-2.8,14.1,0,0,43000
2025-02-08T03:00,-3,13.7,0,0,45200
2025-02-08T04:00,-3.4,11.5,0,0,44600
2025-02-08T05:00,-3.8,6.6,0,0,43900
2025-02-08T06:00,-4.3,8.9,0,0,39700
2025-02-08T07:00,-5,6.4,0,16,34100
2025-02-08T08:00,-5.5,6.9,0,0,29000
2025-02-08T09:00,-5.7,8.2,0,0,33900
2025-02-08T10:00,-6,7.4,0,0,31800
2025-02-08T11:00,-6.1,9,0,0,26600
2025-02-08T12:00,-6.4,10.1,0,0,25500
2025-02-08T13:00,-4.3,10,0,1,29900
2025-02-08T14:00,-2,12.6,0,0,34600
2025-02-08T15:00,0.2,14.8,0,80,43500
2025-02-08T16:00,1.3,12.1,0,44,52500
2025-02-08T17:00,2,15.1,0,97,54100
2025-02-08T18:00,2.1,14,0,83,51700
2025-02-08T19:00,2.3,15.9,0,97,52400
2025-02-08T20:00,1.9,13.2,0,97,54900
2025-02-08T21:00,1.5,10.2,0,78,50000
2025-02-08T22:00,0.1,7.3,0,30,53000
2025-02-08T23:00,-1.8,1.6,0,97,47700
2025-02-09T00:00,-2.1,3.2,0,97,48500
2025-02-09T01:00,-2.1,7.4,0,98,38200
2025-02-09T02:00,-1.9,4.2,0,98,29900
2025-02-09T03:00,-1.7,4,0,100,27800
2025-02-09T04:00,-2.5,10,0.7,100,2200
2025-02-09T05:00,-2.9,8.1,1.8,100,700
2025-02-09T06:00,-2.8,7.2,2,100,500
2025-02-09T07:00,-2.6,6.9,1.7,100,600
2025-02-09T08:00,-2.1,11.3,1.3,100,800
2025-02-09T09:00,-1.9,11.9,1.3,100,2300
2025-02-09T10:00,-2.5,15.6,1.3,100,6200
2025-02-09T11:00,-2.5,13.9,0,100,8400
2025-02-09T12:00,-3.7,18.3,0,100,14200
2025-02-09T13:00,-3.9,17.1,0.3,100,1400
2025-02-09T14:00,-4.2,19.3,1.6,100,2100
2025-02-09T15:00,-3.6,18.7,0.7,100,9700
2025-02-09T16:00,-2.7,16,0,100,16600
2025-02-09T17:00,-2,16.3,0,100,18300
2025-02-09T18:00,-1.2,11.8,0,100,20000
2025-02-09T19:00,-1.1,10.7,0,100,21800
2025-02-09T20:00,-0.7,8.4,0,100,22600
2025-02-09T21:00,-0.8,6.3,0,37,23000
2025-02-09T22:00,-1.5,4.6,0,30,23800
2025-02-09T23:00,-2,4.3,0,99,21800
2025-02-10T00:00,-2.6,7.6,0,46,19000
2025-02-10T01:00,-2.5,5.9,0,4,18300
2025-02-10T02:00,-3.7,4.1,0,2,17900
2025-02-10T03:00,-4.5,7.1,0,1,20300
2025-02-10T04:00,-5.1,6.5,0,22,17000
2025-02-10T05:00,-5.8,3.2,0,8,16900
2025-02-10T06:00,-6.2,3.3,0,98,15800
2025-02-10T07:00,-6.1,7.9,0,47,18400
2025-02-10T08:00,-5.3,7.6,0,48,19000
2025-02-10T09:00,-6,6.6,0,38,18600
2025-02-10T10:00,-5.7,8.9,0,0,18500
2025-02-10T11:00,-5.9,8.8,0,23,17800
2025-02-10T12:00,-5.9,10.9,0,19,17800
2025-02-10T13:00,-4.1,10.8,0,2,21900
2025-02-10T14:00,-1.6,10.7,0,26,27600
2025-02-10T15:00,-0.3,15.9,0,0,25500
2025-02-10T16:00,0,15.2,0,34,38700
2025-02-10T17:00,-0.1,16.9,0,48,44900
2025-02-10T18:00,-0.7,21.3,0,100,49700
2025-02-10T19:00,-0.9,16.2,0,47,41300
2025-02-10T20:00,-1.2,18.4,0,74,45600
2025-02-10T21:00,-1.6,14.9,0,88,41900
2025-02-10T22:00,-2.7,13,0,23,42900
2025-02-10T23:00,-3.3,11.7,0,0,48900
2025-02-11T00:00,-4,11,0,99,41400
2025-02-11T01:00,-4.3,11.3,0,2,46800
2025-02-11T02:00,-5.8,13.1,0,0,41200
2025-02-11T03:00,-6.8,8,0,1,37500
2025-02-11T04:00,-7.4,8,0,0,39300
2025-02-11T05:00,-8.5,2.6,0,0,24000
2025-02-11T06:00,-8.8,6.2,0,0,26900
2025-02-11T07:00,-9.9,5.9,0,0,24900
2025-02-11T08:00,-10.5,7.1,0,0,23400
2025-02-11T09:00,-10.8,7.7,0,0,22900
2025-02-11T10:00,-11.3,7.7,0,2,16500
2025-02-11T11:00,-11.2,5.2,0,8,14100
2025-02-11T12:00,-11.2,7.9,0,2,14300
2025-02-11T13:00,-8.3,8.3,0,34,19200
2025-02-11T14:00,-5.4,9.5,0,79,25600
2025-02-11T15:00,-3.1,12.5,0,95,41000
2025-02-11T16:00,-1.9,17,0,87,42700
2025-02-11T17:00,-1.3,16.9,0,95,50600
2025-02-11T18:00,-1.1,16.6,0,96,45200
2025-02-11T19:00,-0.9,13.3,0,89,44600
2025-02-11T20:00,-1.1,12.5,0,96,49400
2025-02-11T21:00,-1.6,10.5,0,96,48000
2025-02-11T22:00,-2.9,9.5,0,96,51100
2025-02-11T23:00,-2.9,13.7,0,96,48400
2025-02-12T00:00,-3,11.5,0,99,47500
2025-02-12T01:00,-3.3,8.4,0,96,41200
2025-02-12T02:00,-3.6,7.9,0,96,44200
2025-02-12T03:00,-4.2,6.1,0,96,36300
2025-02-12T04:00,-4.6,8.1,0,96,29700
2025-02-12T05:00,-3.8,8,0,99,33600
2025-02-12T06:00,-4.5,5.5,0,97,27700
2025-02-12T07:00,-4.8,0.8,0,97,24800
2025-02-12T08:00,-5.4,4,0,3,22800
2025-02-12T09:00,-6.1,5,0,0,19700
2025-02-12T10:00,-5.6,8.3,0,8,25200
2025-02-12T11:00,-6.8,7.9,0,0,25800
2025-02-12T12:00,-6.5,8.8,0,11,19800
2025-02-12T13:00,-4.5,13,0,16,18400
2025-02-12T14:00,-2.8,12.2,0,100,19700
2025-02-12T15:00,-0.7,14.7,0,100,19300
2025-02-12T16:00,-0.6,15.5,0,100,20800
2025-02-12T17:00,-0.7,12.7,0,100,21300
2025-02-12T18:00,-0.8,16.3,0,100,20400
2025-02-12T19:00,-1,13.9,0,100,18700
2025-02-12T20:00,-1.1,11.5,0,100,19300
2025-02-12T21:00,-1.2,8.9,0,100,19100
2025-02-12T22:00,-1.5,9.6,0,100,18800
2025-02-12T23:00,-1.8,10.7,0,100,18300
2025-02-13T00:00,-1.5,10.9,0,100,19100
2025-02-13T01:00,-1.3,13.4,0,100,20800
2025-02-13T02:00,-0.8,16.8,0,100,21500
2025-02-13T03:00,-0.4,18.9,0.1,100,21000
2025-02-13T04:00,-0.7,18.4,0.1,100,19600
2025-02-13T05:00,-0.1,17.3,0.2,100,18800
2025-02-13T06:00,-0.1,19.6,0.8,100,4100
2025-02-13T07:00,0,21.6,0.4,100,4600
2025-02-13T08:00,0.3,17.2,0.4,100,16100
2025-02-13T09:00,0.3,18.4,0.6,100,7800
2025-02-13T10:00,0.6,20.8,0.9,100,12900
2025-02-13T11:00,1,17.9,1.2,100,2000
2025-02-13T12:00,1.1,17.8,2.2,100,13000
2025-02-13T13:00,1,15.6,3,100,10000
2025-02-13T14:00,1.5,14,1.4,100,4200
2025-02-13T15:00,1.7,13.8,1.6,100,12200
2025-02-13T16:00,1.9,9.9,0.6,100,12200
2025-02-13T17:00,2.1,5,0.1,100,12200
2025-02-13T18:00,2.3,4.3,0,100,12200
2025-02-13T19:00,2.1,13.3,0,100,800
2025-02-13T20:00,2.2,11.1,0,100,12900
2025-02-13T21:00,2,8.7,0,100,13100
2025-02-13T22:00,1.5,9.9,0,100,12400
2025-02-13T23:00,1.7,10.7,0,100,200
2025-02-14T00:00,1.9,13.6,0,0,14500
2025-02-14T01:00,1.8,12.6,0,1,14700
2025-02-14T02:00,1.7,25.7,0,0,25200
2025-02-14T03:00,1,30.1,0,0,31400
2025-02-14T04:00,0.5,24.7,0,0,32900
2025-02-14T05:00,-0.4,30.1,0,0,44700
2025-02-14T06:00,-1.4,29.6,0,0,44600
2025-02-14T07:00,-1.8,23.6,0,0,40600
2025-02-14T08:00,-2,28.4,0,0,45000
2025-02-14T09:00,-2.5,26.5,0,0,45800
2025-02-14T10:00,-3.2,22.8,0,0,47400
2025-02-14T11:00,-3.5,24.7,0,0,56700
2025-02-14T12:00,-3.7,28.4,0,0,60300
2025-02-14T13:00,-3.3,22,0,0,52700
2025-02-14T14:00,-2.8,27.7,0,0,55400
2025-02-14T15:00,-2,27.5,0,0,57200
2025-02-14T16:00,-1.8,29.7,0,6,56400
2025-02-14T17:00,-1.4,29.7,0,3,60400
2025-02-14T18:00,-1.2,26.5,0,7,61400
2025-02-14T19:00,-1.4,27.9,0,2,63500
2025-02-14T20:00,-1.3,26.3,0,5,61400
2025-02-14T21:00,-2,21.6,0,0,61000
2025-02-14T22:00,-2.2,20.9,0,16,59300
2025-02-14T23:00,-2.2,21,0,6,66000
2025-02-15T00:00,-3,13.3,0,12,58900
2025-02-15T01:00,-3.1,12.7,0,16,54900
2025-02-15T02:00,-2.9,10.6,0,95,59200
2025-02-15T03:00,-3.7,8,0,97,43500
2025-02-15T04:00,-4.3,8,0,87,47200
2025-02-15T05:00,-4.7,5.9,0,98,45800
2025-02-15T06:00,-4.9,9.4,0,100,45500
2025-02-15T07:00,-5,8.3,0,33,48500
2025-02-15T08:00,-5.3,10.1,0,86,45000
2025-02-15T09:00,-5.5,8,0,97,43700
2025-02-15T10:00,-5.7,7.6,0,97,41000
2025-02-15T11:00,-5.9,6.7,0,98,38600
2025-02-15T12:00,-6.5,6,0,98,36200
2025-02-15T13:00,-5.5,6.2,0,78,41700
2025-02-15T14:00,-4.3,8.7,0,99,50700
2025-02-15T15:00,-3.5,5.4,0,99,53200
2025-02-15T16:00,-2.8,4,0,64,61900
