time,temperature_2m (°C),wind_speed_10m (km/h),precipitation (mm),cloud_cover (%),visibility (m)
2025-02-15T17:00,-2.4,1.5,0,92,53200
2025-02-15T18:00,-2.3,5.2,0,97,56900
2025-02-15T19:00,-2.3,7.5,0,100,57400
2025-02-15T20:00,-2,8.7,0,100,55400
2025-02-15T21:00,-2.2,5.8,0,97,50400
2025-02-15T22:00,-2.7,4.7,0,100,52700
2025-02-15T23:00,-3.6,7,0,99,11900
2025-02-16T00:00,-4.3,2.2,0.4,100,3100
2025-02-16T01:00,-4.5,5.5,0.3,100,2700
2025-02-16T02:00,-4.2,5.4,0.5,100,1300
2025-02-16T03:00,-4,8.3,1.3,100,700
2025-02-16T04:00,-3.8,8.2,1.8,100,1400
2025-02-16T05:00,-3.2,5.5,1.7,100,600
2025-02-16T06:00,-2.9,8,2.3,100,500
2025-02-16T07:00,-2.1,11.4,1.8,100,900
2025-02-16T08:00,-1.6,11.2,2.4,100,900
2025-02-16T09:00,-1.1,13,1.9,100,1100
2025-02-16T10:00,-0.5,16,1.6,100,3100
2025-02-16T11:00,-0.3,16.1,2,100,900
2025-02-16T12:00,0,18.5,2.2,100,1000
2025-02-16T13:00,0.3,20.5,2,100,7600
2025-02-16T14:00,0.6,23.4,2.5,100,5200
2025-02-16T15:00,0.9,18.8,2.7,100,9200
2025-02-16T16:00,1.1,18.2,1.6,100,9500
2025-02-16T17:00,1.3,21.9,1,100,13400
2025-02-16T18:00,1.8,17.6,5.6,100,6600
2025-02-16T19:00,1.8,24.3,2.7,100,12400
2025-02-16T20:00,1.5,21.7,1.3,100,5400
2025-02-16T21:00,2,17,2.7,100,8100
2025-02-16T22:00,1.4,9.7,1.4,100,3700
2025-02-16T23:00,0.7,10,0.9,100,12200
2025-02-17T00:00,0.7,4.3,0,100,12200
2025-02-17T01:00,0.4,11.6,0.2,100,200
2025-02-17T02:00,-0.1,11.8,2.5,100,13400
2025-02-17T03:00,-1.3,19.1,0,100,200
2025-02-17T04:00,-1.8,14.7,0,18,15100
2025-02-17T05:00,-1.4,31.2,0,100,22500
2025-02-17T06:00,-3.3,28.6,0,0,26400
2025-02-17T07:00,-3.7,29.5,0,100,28300
2025-02-17T08:00,-3.9,24.3,0,100,27800
2025-02-17T09:00,-4.1,25.7,0,5,29300
2025-02-17T10:00,-4.2,22.2,0,43,28000
2025-02-17T11:00,-4.4,24,0,75,31900
2025-02-17T12:00,-4.8,33.5,0,99,31100
2025-02-17T13:00,-4.5,30.8,0,98,33200
2025-02-17T14:00,-3.6,37.4,0,51,37300
2025-02-17T15:00,-3.6,37.1,0,4,35900
2025-02-17T16:00,-3,34.6,0,44,38400
2025-02-17T17:00,-2.6,35.4,0,48,40100
2025-02-17T18:00,-2.2,37.6,0,14,43800
2025-02-17T19:00,-2.1,38,0,17,45100
2025-02-17T20:00,-2.4,34.2,0,35,47300
2025-02-17T21:00,-3.5,33.5,0,12,45500
2025-02-17T22:00,-4.6,29.4,0,12,47100
2025-02-17T23:00,-5.3,31.3,0,6,44300
2025-02-18T00:00,-6.1,24.5,0,0,40200
2025-02-18T01:00,-6.1,26.8,0,5,46200
2025-02-18T02:00,-6.8,29.9,0,17,47200
2025-02-18T03:00,-7.6,30.9,0,10,45500
2025-02-18T04:00,-8,27.1,0,0,41500
2025-02-18T05:00,-8.2,26.3,0,0,42400
2025-02-18T06:00,-8.8,22.1,0,3,37800
2025-02-18T07:00,-8.7,24.8,0,0,38700
2025-02-18T08:00,-8.7,23.8,0,0,40100
2025-02-18T09:00,-8.9,21.8,0,0,38400
2025-02-18T10:00,-9.5,22,0,3,36400
2025-02-18T11:00,-9.9,19.6,0,96,37200
2025-02-18T12:00,-9.9,22.6,0,5,36000
2025-02-18T13:00,-8.7,21.5,0,15,35100
2025-02-18T14:00,-7.2,27.7,0,40,37300
2025-02-18T15:00,-6.5,32.7,0,24,43800
2025-02-18T16:00,-5.6,32.3,0,38,45900
2025-02-18T17:00,-4.5,31.6,0,47,50200
2025-02-18T18:00,-4.4,29.4,0,55,48000
2025-02-18T19:00,-4.2,29.3,0,90,48700
2025-02-18T20:00,-4.3,30.4,0,88,50500
2025-02-18T21:00,-5.6,28.2,0,11,48800
2025-02-18T22:00,-6.7,22.5,0,45,44800
2025-02-18T23:00,-7.2,28.3,0,1,45000
2025-02-19T00:00,-7.9,23.9,0,10,42100
2025-02-19T01:00,-8.1,22,0,15,37500
2025-02-19T02:00,-8.4,16.4,0,0,33900
2025-02-19T03:00,-8.2,16.9,0,3,38300
2025-02-19T04:00,-8.8,16.4,0,1,32300
2025-02-19T05:00,-8.7,13.3,0,1,32000
2025-02-19T06:00,-9.8,14.7,0,0,30200
2025-02-19T07:00,-8.9,16.9,0,0,37200
2025-02-19T08:00,-8.8,18.8,0,0,38000
2025-02-19T09:00,-9.3,13,0,41,35400
2025-02-19T10:00,-9.6,14.6,0,0,32600
2025-02-19T11:00,-10.5,13.7,0,0,33300
2025-02-19T12:00,-11,12.7,0,0,33000
2025-02-19T13:00,-9.6,22.2,0,38,31000
2025-02-19T14:00,-8.5,19.8,0,2,37800
2025-02-19T15:00,-7.5,20.6,0,2,37500
2025-02-19T16:00,-5.9,19.1,0,8,42900
2025-02-19T17:00,-4.6,17.5,0,6,45900
2025-02-19T18:00,-3.3,18.9,0,4,47500
2025-02-19T19:00,-2.1,14.8,0,2,50700
2025-02-19T20:00,-1.4,14.4,0,0,54500
2025-02-19T21:00,-1.9,13.7,0,100,51900
2025-02-19T22:00,-3.1,10.9,0,100,48700
2025-02-19T23:00,-3.5,11,0,100,50400
2025-02-20T00:00,-4.2,11,0,13,49000
2025-02-20T01:00,-5.1,10.1,0,100,42700
2025-02-20T02:00,-5.6,9,0,100,42200
2025-02-20T03:00,-7.2,7.7,0,11,37900
2025-02-20T04:00,-8.9,8.4,0,3,33000
2025-02-20T05:00,-9,11.3,0,0,34000
2025-02-20T06:00,-10,10.6,0,100,200
2025-02-20T07:00,-8.4,10.2,0,100,28500
2025-02-20T08:00,-10,7.6,0,2,26000
2025-02-20T09:00,-10.8,4.8,0,41,26100
2025-02-20T10:00,-10.9,7.1,0,1,26700
2025-02-20T11:00,-12.1,7.2,0,100,22700
2025-02-20T12:00,-12.3,4.9,0,8,23000
2025-02-20T13:00,-9.9,7.1,0,100,24600
2025-02-20T14:00,-8,9.6,0,100,200
2025-02-20T15:00,-6.5,9.2,0,100,30200
2025-02-20T16:00,-4.8,5.7,0,100,27100
2025-02-20T17:00,-3.1,8.7,0,100,26500
2025-02-20T18:00,-2.1,7.2,0,100,25200
2025-02-20T19:00,-1.6,7.8,0,100,26500
2025-02-20T20:00,-1.2,8.9,0,100,27500
2025-02-20T21:00,-1,7,0,83,33200
2025-02-20T22:00,-2.1,4,0,100,28400
2025-02-20T23:00,-3.1,8,0,78,31700
2025-02-21T00:00,-4.7,9,0,50,28000
2025-02-21T01:00,-4.5,10.1,0,34,23300
2025-02-21T02:00,-5.4,13.7,0,60,24900
2025-02-21T03:00,-5.3,16.2,0,72,30400
2025-02-21T04:00,-5.8,13.4,0,34,28700
2025-02-21T05:00,-6,12.8,0,17,31300
2025-02-21T06:00,-6.4,17.9,0,19,27600
2025-02-21T07:00,-6.3,21.6,0,9,31600
2025-02-21T08:00,-6.4,21.6,0,1,30900
2025-02-21T09:00,-6,21.3,0,100,29000
2025-02-21T10:00,-6,21.5,0,100,30200
2025-02-21T11:00,-6.5,19.7,0,17,31500
2025-02-21T12:00,-7.1,18.4,0,53,30000
2025-02-21T13:00,-5.4,21,0,58,30400
2025-02-21T14:00,-4.5,24,0,0,31500
2025-02-21T15:00,-3.4,23.5,0,5,35600
2025-02-21T16:00,-2.2,23.7,0,4,41300
2025-02-21T17:00,-1.1,22.2,0,14,45700
2025-02-21T18:00,-0.4,21.9,0,5,47400
2025-02-21T19:00,0.4,22.2,0,0,50700
2025-02-21T20:00,0.3,23.8,0,2,49600
2025-02-21T21:00,-1,21.6,0,0,50100
2025-02-21T22:00,-2.5,17.1,0,0,49100
2025-02-21T23:00,-3.6,17.8,0,0,47600
2025-02-22T00:00,-4.1,19.7,0,0,48200
2025-02-22T01:00,-5,17.9,0,0,37100
2025-02-22T02:00,-5.4,18.2,0,0,33100
2025-02-22T03:00,-5.5,17,0,0,31200
2025-02-22T04:00,-6.1,13.4,0,0,25800
2025-02-22T05:00,-6.4,14.9,0,0,28600
2025-02-22T06:00,-6.8,16.2,0,0,27100
2025-02-22T07:00,-7.1,16.3,0,0,28300
2025-02-22T08:00,-7.5,14.5,0,0,27300
2025-02-22T09:00,-8.1,15.1,0,0,24800
2025-02-22T10:00,-8.4,13.7,0,0,26000
2025-02-22T11:00,-8.3,13.4,0,42,25700
2025-02-22T12:00,-8.8,10.1,0,33,24900
2025-02-22T13:00,-7.3,13.8,0,9,29400
2025-02-22T14:00,-6.2,18.1,0,9,42300
2025-02-22T15:00,-5.2,18.4,0,5,40500
2025-02-22T16:00,-3.1,15,0,0,50900
2025-02-22T17:00,-2,13.6,0,5,50400
2025-02-22T18:00,-0.4,10.8,0,0,56500
2025-02-22T19:00,0.1,6.5,0,0,61600
2025-02-22T20:00,0.2,4.9,0,0,55800
2025-02-22T21:00,0.1,7.4,0,0,46400
2025-02-22T22:00,-0.6,6.8,0,0,56000
2025-02-22T23:00,-2.4,7.6,0,0,46600
2025-02-23T00:00,-2.4,9.2,0,0,51000
2025-02-23T01:00,-4.1,8.5,0,0,41800
2025-02-23T02:00,-5.2,5.9,0,0,34700
2025-02-23T03:00,-5.3,8.9,0,0,32600
2025-02-23T04:00,-4.9,8.7,0,3,28600
2025-02-23T05:00,-4.8,6.6,0,59,23300
2025-02-23T06:00,-4.9,10,0,10,22500
2025-02-23T07:00,-5.2,9.8,0,6,21800
2025-02-23T08:00,-4.7,12.6,0,94,18900
2025-02-23T09:00,-4.6,7.7,0,72,20600
2025-02-23T10:00,-4.8,7.2,0,99,20200
2025-02-23T11:00,-3.8,8.7,0,68,24600
2025-02-23T12:00,-4.4,9.7,0,14,23800
2025-02-23T13:00,-3,8,0,85,27600
2025-02-23T14:00,-0.3,11.6,0,15,26700
2025-02-23T15:00,1.3,12.6,0,1,31900
2025-02-23T16:00,1.8,15.1,0,1,34900
2025-02-23T17:00,2.5,15.4,0,5,40300
2025-02-23T18:00,2.9,13.2,0,3,41700
2025-02-23T19:00,3,13.4,0,100,45400
2025-02-23T20:00,2.9,15.8,0,13,41900
2025-02-23T21:00,2.6,16.6,0,1,43200
2025-02-23T22:00,1.4,11.6,0,3,35000
2025-02-23T23:00,0.7,8,0,14,44600
2025-02-24T00:00,0.7,5.1,0,98,51500
2025-02-24T01:00,-0.6,10.2,0,29,31000
2025-02-24T02:00,-1,10.9,0,98,27600
2025-02-24T03:00,-0.8,8.2,0,99,30100
2025-02-24T04:00,-1.3,5.5,0,99,24900
2025-02-24T05:00,-2.1,2.5,0,99,22500
2025-02-24T06:00,-2.3,6.4,0,89,23500
2025-02-24T07:00,-2,8.2,0,65,24700
2025-02-24T08:00,-2.9,6.2,0,10,21600
2025-02-24T09:00,-3.1,6.9,0,2,24900
2025-02-24T10:00,-3.1,3.7,0,28,22700
2025-02-24T11:00,-3.1,7.1,0,2,20500
2025-02-24T12:00,-3.6,2.8,0,36,19700
2025-02-24T13:00,-1.7,5.2,0,80,19900
2025-02-24T14:00,0.5,3.6,0,100,23200
2025-02-24T15:00,2.6,4.5,0,50,29800
2025-02-24T16:00,3.8,3.9,0,8,34800
2025-02-24T17:00,4.8,8.7,0,29,53700
2025-02-24T18:00,5.2,12.4,0,19,51400
2025-02-24T19:00,5.5,15.5,0,34,44500
2025-02-24T20:00,6.2,17.5,0,1,49600
2025-02-24T21:00,5.4,23.6,0,16,46300
2025-02-24T22:00,3.9,16.6,0,14,34000
2025-02-24T23:00,2.8,15.1,0,4,26800
2025-02-25T00:00,1.8,14.8,0,20,21000
2025-02-25T01:00,2.4,19.6,0,98,20300
2025-02-25T02:00,2.9,18.8,0,73,19400
2025-02-25T03:00,3.1,14.7,0,98,21100
2025-02-25T04:00,2.7,14,0,95,20700
2025-02-25T05:00,2.6,13,0,56,21800
2025-02-25T06:00,2.7,13.6,0,91,22100
2025-02-25T07:00,2.4,12.7,0,3,20400
2025-02-25T08:00,2.5,13.8,0,2,21500
2025-02-25T09:00,2.5,10.1,0,72,21700
2025-02-25T10:00,2.4,11.3,0,51,20200
2025-02-25T11:00,2.5,8.8,0,98,19300
2025-02-25T12:00,2.4,10.8,0,98,20300
2025-02-25T13:00,3.8,8.1,0,99,20200
2025-02-25T14:00,5.3,6,0,98,23300
2025-02-25T15:00,6.5,9.9,0,98,26300
2025-02-25T16:00,8.2,8.6,0,98,29400
2025-02-25T17:00,10,11.5,0,81,31200
2025-02-25T18:00,10.2,11.5,0,99,41000
2025-02-25T19:00,11.1,11.4,0,79,41000
2025-02-25T20:00,11.9,10.8,0,10,40700
2025-02-25T21:00,10.8,15,0,98,39600
2025-02-25T22:00,8.4,11.8,0,98,39000
2025-02-25T23:00,7.7,4.9,0,99,36600
2025-02-26T00:00,7,9.6,0,99,24600
2025-02-26T01:00,6.5,4.3,0,100,25700
2025-02-26T02:00,5.1,5.9,0,3,22200
2025-02-26T03:00,4.6,7.6,0,15,21000
2025-02-26T04:00,4.2,8.1,0,0,22400
2025-02-26T05:00,3.9,11.7,0,0,25400
2025-02-26T06:00,3.8,12.6,0,0,22300
2025-02-26T07:00,3.1,8.8,0,0,21400
2025-02-26T08:00,2.7,11.4,0,0,18500
2025-02-26T09:00,2.8,10.4,0,0,20100
2025-02-26T10:00,3.1,9.5,0,2,18100
2025-02-26T11:00,3.1,16,0,2,21700
2025-02-26T12:00,3.3,14.8,0,2,21800
2025-02-26T13:00,5.2,10.1,0,0,23200
2025-02-26T14:00,7.6,16.6,0,0,28700
2025-02-26T15:00,9.1,22.3,0,0,39000
2025-02-26T16:00,10,22.1,0,0,42600
2025-02-26T17:00,10.3,21.6,0,100,44400
2025-02-26T18:00,10.7,23,0,44,46700
2025-02-26T19:00,11.3,25.9,0,45,52500
2025-02-26T20:00,11.2,22.6,0,13,51900
2025-02-26T21:00,10.4,22,0,3,50000
2025-02-26T22:00,9.4,24,0,100,53600
2025-02-26T23:00,7.7,16.1,0,1,47300
2025-02-27T00:00,6.4,9.7,0,20,43900
2025-02-27T01:00,5.7,7.7,0,16,44600
2025-02-27T02:00,4.6,6.1,0,1,40200
2025-02-27T03:00,3.1,5.9,0,25,35300
2025-02-27T04:00,2.8,7.3,0,22,29700
2025-02-27T05:00,1.9,4.9,0,97,27200
2025-02-27T06:00,0.7,3.5,0,17,23400
2025-02-27T07:00,0.8,4.7,0,98,23100
2025-02-27T08:00,0.3,5.2,0,98,20600
2025-02-27T09:00,0.4,1.5,0,60,19900
2025-02-27T10:00,1,2.2,0,99,21400
2025-02-27T11:00,1.2,4.6,0,100,4400
2025-02-27T12:00,1.8,7.2,0.5,100,15400
2025-02-27T13:00,2.4,8.7,0,100,15200
2025-02-27T14:00,3.4,9.8,0,99,16600
2025-02-27T15:00,4.2,9.7,0,100,18000
2025-02-27T16:00,5.2,8.8,0.4,100,9800
2025-02-27T17:00,7.5,5.1,0,98,17800
2025-02-27T18:00,10.5,11.5,0,51,20400
2025-02-27T19:00,10.8,14.9,0,98,19700
2025-02-27T20:00,10.5,13.9,0,98,17900
2025-02-27T21:00,10.6,13,0,100,17800
2025-02-27T22:00,9.8,21.4,0,98,19100
2025-02-27T23:00,9.2,18.8,0,98,18400
2025-02-28T00:00,8.5,17.1,0,97,17500
2025-02-28T01:00,8.4,12.6,0,98,19700
2025-02-28T02:00,7.4,8.4,0,97,17500
2025-02-28T03:00,7.6,13.5,0,99,19800
2025-02-28T04:00,6.9,16.2,0,100,20800
2025-02-28T05:00,5.8,14.1,0,97,21000
2025-02-28T06:00,4.7,15,0,97,23300
2025-02-28T07:00,3.9,9.5,0,97,21200
2025-02-28T08:00,3.2,9.4,0,97,22500
2025-02-28T09:00,3,10.5,0,100,22000
2025-02-28T10:00,2.7,8.4,0,100,20900
2025-02-28T11:00,2.2,9,0,11,21800
2025-02-28T12:00,2.5,11.9,0,0,22800
2025-02-28T13:00,4.5,14.8,0,0,26900
2025-02-28T14:00,6.3,26.9,0,1,32500
2025-02-28T15:00,7.3,30.1,0,0,48000
2025-02-28T16:00,8.3,34.2,0,92,58900
2025-02-28T17:00,8,29.5,0,81,57900
2025-02-28T18:00,7.7,30.9,0,0,61200
2025-02-28T19:00,7.8,26.5,0,0,71700
2025-02-28T20:00,7.6,21.1,0,0,74600
2025-02-28T21:00,6.7,21.6,0,0,73500
2025-02-28T22:00,5.8,18.5,0,10,76100
2025-02-28T23:00,4.2,6.9,0,99,72700
2025-03-01T00:00,3.9,12.3,0,98,58700
2025-03-01T01:00,3.1,3.9,0,99,69000
2025-03-01T02:00,1.8,4.5,0,98,64900
2025-03-01T03:00,1.4,6.5,0,95,47700
2025-03-01T04:00,0.8,8.8,0,86,30100
2025-03-01T05:00,0.7,6.2,0,58,45600
2025-03-01T06:00,1.1,11.9,0,41,68800
2025-03-01T07:00,1.3,12.3,0,28,61400
2025-03-01T08:00,2.6,12.9,0,99,46900
2025-03-01T09:00,2.3,9.9,0,98,22300
2025-03-01T10:00,2.6,11.3,0,68,24000
2025-03-01T11:00,4.2,16.7,0,98,26900
2025-03-01T12:00,5.2,23.1,0,86,26600
2025-03-01T13:00,6.9,19.7,0,99,25200
2025-03-01T14:00,8.5,26.5,0,99,27500
2025-03-01T15:00,9.7,22,0,98,28000
2025-03-01T16:00,10.6,18.8,0,100,31400
2025-03-01T17:00,12.5,18.4,0,76,33600
2025-03-01T18:00,10.7,17.7,0,98,25900
2025-03-01T19:00,10.3,15.8,0,100,21200
2025-03-01T20:00,11.7,16,0,25,25000
2025-03-01T21:00,11.8,18.8,0,16,29400
2025-03-01T22:00,8.4,31.2,0,100,20100
2025-03-01T23:00,3.3,28.8,0.2,100,2900
2025-03-02T00:00,2.2,21.6,0.4,97,34800
2025-03-02T01:00,0.1,32,0,98,47500
2025-03-02T02:00,-1.5,29.3,0,56,43200
2025-03-02T03:00,-2.9,27.4,0,0,48900
2025-03-02T04:00,-3.7,28.1,0,1,49600
2025-03-02T05:00,-4.3,23.7,0,0,45800
2025-03-02T06:00,-5.2,21.7,0,1,46300
2025-03-02T07:00,-5.7,22.2,0,0,43400
2025-03-02T08:00,-6.5,19.4,0,0,44600
2025-03-02T09:00,-7,21.7,0,0,40500
2025-03-02T10:00,-8,21,0,0,37800
2025-03-02T11:00,-8.9,16.6,0,62,36000
2025-03-02T12:00,-9,22.1,0,1,34200
2025-03-02T13:00,-8.3,25.3,0,5,37300
2025-03-02T14:00,-6.9,28,0,35,40400
2025-03-02T15:00,-5.6,24.4,0,1,44300
2025-03-02T16:00,-4.2,24.9,0,0,56900
2025-03-02T17:00,-3.1,23.2,0,1,57300
2025-03-02T18:00,-2,23.5,0,1,66500
2025-03-02T19:00,-1.6,24.5,0,2,67100
2025-03-02T20:00,-1.3,22.9,0,0,70800
2025-03-02T21:00,-1.9,23.7,0,0,77300
2025-03-02T22:00,-3.2,18.4,0,0,70400
2025-03-02T23:00,-4.1,12.3,0,0,68500
2025-03-03T00:00,-4.7,15.7,0,0,67000
2025-03-03T01:00,-5.1,11.2,0,0,59500
2025-03-03T02:00,-5.8,14,0,2,54100
2025-03-03T03:00,-6.8,15.9,0,0,46300
2025-03-03T04:00,-7.8,12.6,0,0,41000
2025-03-03T05:00,-8.3,12.3,0,0,38400
2025-03-03T06:00,-8.8,12.9,0,0,34800
2025-03-03T07:00,-9.2,10.7,0,0,42000
2025-03-03T08:00,-10,15.7,0,0,40800
2025-03-03T09:00,-10.7,14.7,0,1,37300
2025-03-03T10:00,-11,11.1,0,46,36000
2025-03-03T11:00,-11.5,9.8,0,4,36000
2025-03-03T12:00,-11.2,10.2,0,1,35300
2025-03-03T13:00,-9.9,15.5,0,7,35500
2025-03-03T14:00,-8.3,16.1,0,6,38300
2025-03-03T15:00,-6.5,13.3,0,3,43500
2025-03-03T16:00,-4.5,8.7,0,1,58200
2025-03-03T17:00,-3,11.4,0,1,62100
2025-03-03T18:00,-1.7,11,0,0,69800
2025-03-03T19:00,-0.6,11.7,0,1,75200
2025-03-03T20:00,-0.3,10.9,0,3,70600
2025-03-03T21:00,0,10.1,0,1,76000
2025-03-03T22:00,-0.4,11.3,0,0,76700
2025-03-03T23:00,-2.7,6.6,0,3,75900
2025-03-04T00:00,-3.1,11.7,0,13,81500
2025-03-04T01:00,-4.3,5.2,0,6,77900
2025-03-04T02:00,-4.6,4.3,0,0,69900
2025-03-04T03:00,-5.5,4.1,0,8,68700
2025-03-04T04:00,-5.6,2.4,0,12,61300
2025-03-04T05:00,-5.2,3.6,0,14,56800
2025-03-04T06:00,-4.7,4.7,0,36,55000
2025-03-04T07:00,-4.5,6.2,0,13,60900
2025-03-04T08:00,-4.8,4.7,0,9,44500
2025-03-04T09:00,-4.7,3.5,0,7,50800
2025-03-04T10:00,-4.6,5.8,0,4,41600
2025-03-04T11:00,-4.8,6.4,0,6,27700
2025-03-04T12:00,-4.3,6.3,0,18,23000
2025-03-04T13:00,0.7,12.8,0,32,27400
2025-03-04T14:00,3.9,19.5,0,48,45100
2025-03-04T15:00,5.5,23.2,0,1,55100
2025-03-04T16:00,6.6,26.6,0,3,54800
2025-03-04T17:00,8,26.2,0,24,56500
2025-03-04T18:00,9.6,27.2,0,0,62500
2025-03-04T19:00,10.1,26.2,0,7,55500
2025-03-04T20:00,10.3,24.8,0,3,59400
2025-03-04T21:00,10,22.4,0,4,47100
2025-03-04T22:00,9,22,0,99,41900
2025-03-04T23:00,7.2,20.1,0,46,31700
2025-03-05T00:00,6.7,16.6,0,42,28800
2025-03-05T01:00,5.9,13.4,0,48,29800
2025-03-05T02:00,5.2,16.5,0,87,25800
2025-03-05T03:00,5.8,11.7,0,83,25400
2025-03-05T04:00,5.6,13.3,0,0,28200
2025-03-05T05:00,5.8,16.1,0,0,31100
2025-03-05T06:00,6.2,12.7,0,0,28900
2025-03-05T07:00,5.5,11.1,0,0,30200
2025-03-05T08:00,4.7,9.4,0,0,24100
2025-03-05T09:00,5.1,12.2,0,7,18200
2025-03-05T10:00,5.3,10.4,0,3,18100
2025-03-05T11:00,4.8,5.4,0,98,17200
2025-03-05T12:00,5.6,13.7,0,98,15700
2025-03-05T13:00,9,13,0,100,16000
2025-03-05T14:00,10.1,21,0.1,99,19300
2025-03-05T15:00,10.4,19.8,0,100,16700
2025-03-05T16:00,12.3,27,0,99,21600
2025-03-05T17:00,14.1,25.3,0,100,30200
2025-03-05T18:00,14,26.7,0,98,31900
2025-03-05T19:00,14,26.3,0,100,30800
2025-03-05T20:00,13.6,24.1,0,99,29100
2025-03-05T21:00,14.4,27.2,0,100,32400
2025-03-05T22:00,13.6,25.1,0,99,31400
2025-03-05T23:00,12.3,16.1,0,99,30500
2025-03-06T00:00,11.4,17.3,0,98,21400
2025-03-06T01:00,11,14.2,0,98,18700
2025-03-06T02:00,10.3,14.3,0.1,100,14200
2025-03-06T03:00,10.2,17.7,0.3,100,13100
2025-03-06T04:00,10.5,15.5,1,100,13800
2025-03-06T05:00,10.8,21.4,3.6,100,10500
2025-03-06T06:00,11.9,29.2,0.8,100,15100
2025-03-06T07:00,12.3,28.1,0,100,15500
2025-03-06T08:00,12.6,23.1,0.5,100,4600
2025-03-06T09:00,12.7,24.6,1.8,100,15200
2025-03-06T10:00,12.4,23.4,1,100,12500
2025-03-06T11:00,12.1,21.8,0,100,14700
2025-03-06T12:00,11.2,7.8,0,100,13900
2025-03-06T13:00,11,8.3,0,100,13400
2025-03-06T14:00,11.3,8.4,0,100,3200
2025-03-06T15:00,11.7,9.7,0,100,13900
2025-03-06T16:00,12.6,9.9,0,100,16400
2025-03-06T17:00,12,8,0,100,14500
2025-03-06T18:00,13.2,10.9,0,100,17000
2025-03-06T19:00,13,8.3,0,96,15800
2025-03-06T20:00,13.8,9.5,0,96,17900
2025-03-06T21:00,13.5,6.9,0,100,18500
2025-03-06T22:00,12.1,4.7,0,100,21300
2025-03-06T23:00,10.7,11.9,1,100,19800
2025-03-07T00:00,8,21.7,0.1,100,15800
2025-03-07T01:00,6.1,18.7,1.3,100,5100
2025-03-07T02:00,5.3,27.8,0.3,100,24700
2025-03-07T03:00,3.9,20.3,0,100,25000
2025-03-07T04:00,2.7,24.1,0,100,28100
2025-03-07T05:00,1.1,29.9,0,100,25200
2025-03-07T06:00,0.5,27.4,0,11,32300
2025-03-07T07:00,0.2,28.8,0,9,33100
2025-03-07T08:00,-0.2,29.5,0,61,35900
2025-03-07T09:00,-0.7,34,0,92,43300
2025-03-07T10:00,-1.8,38.8,0,20,45800
2025-03-07T11:00,-2.4,36.6,0,4,43600
2025-03-07T12:00,-2,36.4,0,2,45100
2025-03-07T13:00,-1.1,31.1,0,42,45400
2025-03-07T14:00,0.5,36.6,0,0,51400
2025-03-07T15:00,2.8,36.4,0,18,60300
2025-03-07T16:00,4.8,39.9,0,33,63600
2025-03-07T17:00,5.8,42.6,0,28,64000
2025-03-07T18:00,6.2,44,0,46,60900
2025-03-07T19:00,6,40.1,0,56,56200
2025-03-07T20:00,5.5,37.4,0,41,61500
2025-03-07T21:00,4.9,38.9,0,38,64100
2025-03-07T22:00,4,32.2,0,53,57600
2025-03-07T23:00,2.6,33.3,0,12,57800
2025-03-08T00:00,1.7,27.2,0,0,51300
2025-03-08T01:00,1.3,27.2,0,0,58700
2025-03-08T02:00,0.8,28.1,0,0,55500
2025-03-08T03:00,0.4,25.7,0,3,55800
2025-03-08T04:00,0.1,19.9,0,6,52500
2025-03-08T05:00,0.1,22.4,0,14,54800
2025-03-08T06:00,-0.3,20.8,0,0,50300
2025-03-08T07:00,-0.6,15.9,0,0,47000
2025-03-08T08:00,-0.4,15.5,0,0,48000
2025-03-08T09:00,-1.4,13.3,0,0,46400
2025-03-08T10:00,-1.6,12.9,0,0,43200
2025-03-08T11:00,-1.7,10.5,0,0,43400
2025-03-08T12:00,-0.8,11.6,0,0,45800
2025-03-08T13:00,2.1,20,0,16,48800
2025-03-08T14:00,3.8,27.7,0,89,52600
2025-03-08T15:00,4.9,32.1,0,42,52100
2025-03-08T16:00,4.6,39.2,0,99,56600
2025-03-08T17:00,5,33.6,0,99,59200
2025-03-08T18:00,4.3,35.1,0,46,61700
2025-03-08T19:00,4.5,34.8,0,76,62000
2025-03-08T20:00,4,34.8,0,99,62200
2025-03-08T21:00,3.7,33.5,0,28,64600
2025-03-08T22:00,2.6,35.5,0,5,64600
2025-03-08T23:00,1.1,30.7,0,10,62800
2025-03-09T00:00,0.4,18.7,0,0,60300
2025-03-09T01:00,0.3,20.7,0,0,62000
2025-03-09T02:00,-0.1,19.9,0,0,65600
2025-03-09T03:00,-0.6,17,0,0,56000
2025-03-09T04:00,-0.8,15.4,0,0,55600
2025-03-09T05:00,-1,17.5,0,0,46000
2025-03-09T06:00,-0.8,17.7,0,0,43500
2025-03-09T07:00,-0.9,15.5,0,0,41200
2025-03-09T08:00,-1.3,13.4,0,0,46000
2025-03-09T09:00,-1.2,13.4,0,0,36200
2025-03-09T10:00,-1.2,13.2,0,0,35900
2025-03-09T11:00,-1.4,12.1,0,0,35000
2025-03-09T12:00,-1,14.2,0,0,36700
2025-03-09T13:00,0.2,16.6,0,0,39400
2025-03-09T14:00,2,17.3,0,1,40900
2025-03-09T15:00,3.8,16.3,0,3,45300
2025-03-09T16:00,5.6,19.9,0,13,56500
2025-03-09T17:00,6.7,21.7,0,37,54000
2025-03-09T18:00,7.6,25.1,0,30,58300
2025-03-09T19:00,7.9,25.1,0,41,56400
2025-03-09T20:00,7,26.3,0,99,55400
