travel_time_sec,temperature_2m (°C),precipitation (mm),relative_humidity_2m (%),visibility (m),wind_speed_10m (km/h),bias
453,2.4,0,82,16900,5.8,1
498,1.6,0,85,19100,5.8,1
487,1.8,0,89,20000,6.9,1
441,1.8,0,89,20000,6.9,1
452,1.8,0,89,20000,6.9,1
464,1.4,0,81,17700,5.5,1
439,1.4,0,81,17700,5.5,1
431,1.4,0,81,17700,5.5,1
435,1.1,0,90,14000,6.3,1
463,1.1,0,90,14000,6.3,1
450,1.6,0,81,13700,8.6,1
441,1.6,0,81,13700,8.6,1
433,1.3,0,81,17100,4,1
429,1.3,0,81,17100,4,1
437,2.4,0,80,200,6.6,1
442,2.4,0,80,200,6.6,1
442,1.7,0,81,18200,6.7,1
444,2.2,0,79,13500,8,1
447,2.2,0,79,13500,8,1
492,2.2,0,79,13500,8,1
440,1.9,0,84,19400,6.1,1
517,1.4,0,85,15500,6,1
478,1.4,0,85,15500,6,1
442,2.6,0,78,13800,6.3,1
473,2.6,0,78,13800,6.3,1
477,1.5,0,84,15700,7.6,1
491,1.5,0,84,15700,7.6,1
465,3,0,77,14500,6.2,1
437,3,0,77,14500,6.2,1
461,1.4,0,83,14700,7.6,1
425,1.4,0,83,14700,7.6,1
433,4.1,0,76,18600,5.1,1
455,4.1,0,76,18600,5.1,1
492,4.1,0,76,18600,5.1,1
429,5.6,0,70,18600,7.6,1
457,5.6,0,70,18600,7.6,1
437,5.6,0,70,18600,7.6,1
434,3.9,0,75,17400,4.3,1
435,3.9,0,75,17400,4.3,1
440,5.8,0,69,18700,7.8,1
445,5.8,0,69,18700,7.8,1
452,4.7,0,73,19200,4.2,1
468,4.7,0,73,19200,4.2,1
447,4.7,0,73,19200,4.2,1
474,7.6,0,65,23200,9.1,1
457,7.6,0,65,23200,9.1,1
440,7.6,0,65,23200,9.1,1
475,8.8,0,63,25400,10,1
473,8.8,0,63,25400,10,1
481,8.8,0,63,28500,10.1,1
462,8.8,0,63,28500,10.1,1
462,8.8,0,63,28500,10.1,1
472,6.9,0,68,22200,7.5,1
530,6.9,0,68,22200,7.5,1
479,8,0,66,23800,9.3,1
446,8,0,66,23800,9.3,1
483,8.8,0,63,28300,10.2,1
464,8.8,0,63,28300,10.2,1
457,8.8,0,63,28300,10.2,1
438,8.8,0,63,28600,10.1,1
515,8.8,0,63,28600,10.1,1
487,8.2,0,67,24200,8.7,1
510,8.2,0,67,24200,8.7,1
965,6.5,0,67,19000,9.1,1
425,6.5,0,67,19000,9.1,1
460,8.9,0,63,25500,11.9,1
452,8.9,0,63,25500,11.9,1
435,8.9,0,63,25500,11.9,1
468,8.3,0,67,23400,9.8,1
508,8.3,0,67,23400,9.8,1
454,8.3,0,67,23400,9.8,1
474,8.9,0,63,29700,10.6,1
455,8.9,0,63,29700,10.6,1
487,6.6,0,66,19700,8.2,1
506,6.6,0,66,19700,8.2,1
502,6.6,0,66,19700,8.2,1
436,8.8,0,63,30500,11.3,1
440,8.8,0,63,30500,11.3,1
478,8.8,0,63,30500,11.3,1
456,8.3,0,66,27800,9.4,1
486,8.3,0,66,27800,9.4,1
444,6.3,0,65,19600,8.7,1
485,6.3,0,65,19600,8.7,1
471,6.3,0,65,19600,8.7,1
477,8.5,0,65,29300,9.4,1
469,8.5,0,65,29300,9.4,1
476,8.5,0,65,29300,9.4,1
473,9,0,63,25800,13,1
481,9,0,63,25800,13,1
461,7.8,0,65,23500,8,1
500,7.8,0,65,23500,8,1
497,8.7,0,63,27600,11.5,1
499,8.7,0,63,27600,11.5,1
439,8.7,0,63,27600,11.5,1
486,8.7,0,64,30800,9.5,1
441,8.7,0,64,30800,9.5,1
461,8.7,0,64,30800,9.5,1
462,6.7,0,72,20100,12.1,1
648,6.7,0,72,20100,12.1,1
474,6.3,0,74,19000,12,1
465,6.3,0,74,19000,12,1
442,8.2,0,64,25000,11.4,1
441,8.2,0,64,25000,11.4,1
447,5.9,0,76,17900,12.8,1
466,5.9,0,76,17900,12.8,1
548,8,0,66,23800,10.9,1
479,8,0,66,23800,10.9,1
456,7.8,0,68,22600,10.5,1
467,7.8,0,68,22600,10.5,1
452,7.6,0,70,21100,12.8,1
482,7.6,0,70,21100,12.8,1
470,7.6,0,70,21100,12.8,1
443,4,0,80,16700,8.5,1
448,4,0,80,16700,8.5,1
472,3.4,0,83,17400,8.2,1
456,5.3,0,77,17800,11.2,1
506,5.3,0,77,17800,11.2,1
423,3.7,0,81,15800,8,1
516,3.7,0,81,15800,8,1
474,4.2,0,79,17500,8.8,1
460,4.2,0,79,17500,8.8,1
431,4.8,0,78,17000,10.5,1
483,4.8,0,78,17000,10.5,1
428,3.5,0,81,15200,7.6,1
644,3.5,0,81,15200,7.6,1
430,3.5,0,83,16800,8.7,1
467,3.5,0,83,16800,8.7,1
449,4.5,0,78,16500,9.8,1
439,4.5,0,78,16500,9.8,1
472,3.7,0,82,17000,6.9,1
459,3.7,0,82,17000,6.9,1
471,4.2,0,79,16100,9.1,1
443,2.3,0,81,16300,8.1,1
443,2.3,0,81,16300,8.1,1
460,2.3,0,81,16300,8.1,1
421,2.2,0,83,15000,8.1,1
454,2.2,0,83,15000,8.1,1
459,1.9,0,83,19100,6.2,1
457,1.9,0,83,19100,6.2,1
508,4.3,0,74,18600,4.1,1
524,4.3,0,74,18600,4.1,1
370,5.7,0,72,20300,6.6,1
527,5.7,0,72,20300,6.6,1
570,5.2,0,71,18200,8.1,1
476,5.2,0,71,18200,8.1,1
441,3.2,0,83,17400,8,1
449,1.4,0,78,17000,8.9,1
466,1.4,0,78,17000,8.9,1
455,1.2,0,76,16200,0.7,1
445,1.2,0,76,16200,0.7,1
432,1.2,0,79,14200,4.1,1
437,1.2,0,79,14200,4.1,1
457,1.9,0,87,12400,7.8,1
453,1.9,0,87,12400,7.8,1
462,3.3,0,93,2300,6.2,1
471,3.3,0,93,2300,6.2,1
545,5.7,0,94,12200,11.5,1
465,5.7,0,94,12200,11.5,1
448,7.2,0,89,14100,13.9,1
583,7.2,0,89,14100,13.9,1
737,10.9,0,76,18700,12.6,1
728,10.9,0,76,18700,12.6,1
482,13.3,0,54,28100,16.2,1
472,13.3,0,54,28100,16.2,1
504,14.7,0,40,36700,16.6,1
431,14.7,0,40,36700,16.6,1
463,15.5,0,44,35900,18.7,1
470,15.5,0,44,35900,18.7,1
518,13.7,0,50,30100,18.4,1
422,13.7,0,50,30100,18.4,1
459,10.1,0,70,20300,15.3,1
453,10.1,0,70,20300,15.3,1
445,1.1,0,80,13900,3.2,1
449,2.6,0,88,13800,6.6,1
440,2.6,0,88,13800,6.6,1
456,3.6,0,94,300,5.5,1
451,3.6,0,94,300,5.5,1
445,7.1,0,88,13800,13.8,1
566,7.1,0,88,13800,13.8,1
507,16.3,0,39,47000,16.8,1
448,13.1,0,53,33200,16.4,1
471,9.6,0,72,19000,15.6,1
425,1.3,0,79,16500,9.7,1
421,1.3,0,79,16500,9.7,1
429,1,0,76,15800,1.6,1
421,1,0,76,15800,1.6,1
435,1.7,0,82,13600,2.5,1
435,1.7,0,82,13600,2.5,1
522,5.4,0,93,12200,11.7,1
474,5.4,0,93,12200,11.7,1
465,10.5,0,72,21800,14,1
460,10.5,0,72,21800,14,1
586,13.5,0,51,28200,16.7,1
482,13.5,0,51,28200,16.7,1
439,15.9,0,39,38300,18.4,1
454,15.9,0,39,38300,18.4,1
424,15.1,0,44,34000,18,1
563,15.1,0,44,34000,18,1
459,12.6,0,56,30600,16.9,1
460,12.6,0,56,30600,16.9,1
454,9,0,74,17700,15.5,1
449,9,0,74,17700,15.5,1
451,2.7,0,89,10500,5.6,1
490,3.8,0,95,200,4.1,1
472,7.7,0,86,14200,13.7,1
523,7.7,0,86,14200,13.7,1
475,1.3,0,79,15900,4.1,1
451,0.9,0,77,15400,4.5,1
460,0.9,0,77,15400,4.5,1
461,2,0,83,13500,2.6,1
476,2,0,83,13500,2.6,1
524,2.8,0,90,12200,5.2,1
474,2.8,0,90,12200,5.2,1
503,4.3,0,95,100,4,1
463,4.3,0,95,100,4,1
472,5.8,0,93,12200,13.1,1
461,5.8,0,93,12200,13.1,1
489,10.6,0,68,22200,15.5,1
478,10.6,0,68,22200,15.5,1
490,15.3,0,48,37100,14.1,1
482,15.3,0,48,37100,14.1,1
477,15.7,0,40,33600,18.1,1
486,15.7,0,40,33600,18.1,1
489,16,0,45,40700,15.3,1
467,11.8,0,60,27700,16.2,1
493,11.8,0,60,27700,16.2,1
468,9.1,0,76,19100,13.8,1
453,9.1,0,76,19100,13.8,1
455,1.1,0,79,15700,4.3,1
453,1.1,0,79,15700,4.3,1
451,7.1,0,84,14000,13.7,1
468,7.1,0,84,14000,13.7,1
470,15.4,0,46,37600,16.9,1
489,15.4,0,46,37600,16.9,1
458,0.9,0,77,15000,7.6,1
445,1.5,0,84,13600,6.7,1
482,2.9,0,91,400,5.4,1
474,2.9,0,91,400,5.4,1
458,4.2,0,95,100,4.7,1
464,4.2,0,95,100,4.7,1
541,5.9,0,92,12400,13.4,1
485,10.8,0,64,22000,15.3,1
452,14.6,0,45,34800,15.5,1
448,15.5,0,42,31300,18.4,1
468,11.1,0,64,24600,14.8,1
464,8.9,0,78,18100,14.8,1
506,1,0,78,15500,5.4,1
446,1,0,78,15500,5.4,1
478,1.3,0,78,14400,6.1,1
433,1.3,0,78,14400,6.1,1
499,1.3,0,86,13100,8.9,1
455,1.3,0,86,13100,8.9,1
468,6.7,0,91,12800,14.2,1
442,7.8,0,82,14300,14.4,1
482,7.8,0,82,14300,14.4,1
493,13.5,0,60,27500,13.4,1
499,13.5,0,60,27500,13.4,1
499,14.7,0,43,36600,15.9,1
509,14.7,0,43,36600,15.9,1
452,16.9,0,43,41900,16.3,1
439,16.9,0,43,41900,16.3,1
502,14.7,0,48,34200,19.1,1
437,14.7,0,48,34200,19.1,1
513,10.8,0,67,23900,15.3,1
442,10.8,0,67,23900,15.3,1
485,8.4,0,79,17400,14.4,1
467,3.1,0,92,12400,5.8,1
474,4.8,0,95,300,6.1,1
671,6.8,0,90,13800,13.9,1
449,8,0,81,16300,14.1,1
435,0.9,0,77,15200,5.8,1
751,5.3,0,94,12200,8.3,1
566,8.7,0,79,16000,15.3,1
450,13.1,0,57,28500,15.8,1
441,15.8,0,44,37400,18.7,1
452,8.6,0,93,500,6.1,1
423,8.6,0,93,500,6.1,1
453,8.7,0,93,100,7.2,1
442,8.7,0,93,100,7.2,1
478,8.6,0,96,100,4.7,1
480,8.6,0,96,100,4.7,1
493,10,0,95,200,7.8,1
478,10,0,95,200,7.8,1
514,12.2,0,92,12200,15.4,1
509,12.2,0,92,12200,15.4,1
504,15.3,0,87,13900,19.9,1
474,15.3,0,87,13900,19.9,1
486,16.8,0,79,15800,23.1,1
500,16.8,0,79,15800,23.1,1
460,19.3,0,71,20700,28.4,1
461,19.3,0,71,20700,28.4,1
438,19.2,0,63,22200,27.7,1
474,19.2,0,63,22200,27.7,1
464,18.4,0,71,21600,26.7,1
461,18.4,0,71,21600,26.7,1
481,16.8,0,77,16000,27.5,1
456,16.8,0,77,16000,27.5,1
476,16.6,0,80,17400,26.3,1
450,16.6,0,80,17400,26.3,1
426,8.6,0,93,600,8.8,1
461,8.6,0,93,500,5.1,1
476,8.7,0,94,200,7.9,1
436,8.7,0,94,200,7.9,1
492,8.7,0,96,100,5.5,1
453,8.7,0,96,100,5.5,1
476,10.1,0,94,500,10.5,1
431,10.1,0,94,500,10.5,1
441,12.5,0,91,12200,16.7,1
449,12.5,0,91,12200,16.7,1
555,15.6,0,86,14200,21,1
478,15.6,0,86,14200,21,1
652,16.6,0,77,15700,23.4,1
456,16.6,0,77,15700,23.4,1
464,16.3,0,78,15400,26.8,1
449,16.5,0,80,15300,27.7,1
447,8.7,0,93,1100,7.9,1
425,8.6,0,93,100,4.3,1
435,8.8,0,95,200,6.9,1
539,8.8,0,96,100,4.8,1
447,10.5,0,94,12200,10.5,1
485,13,0,91,3200,14.5,1
547,15.9,0,85,14800,23.1,1
480,18.3,0,76,18400,22.7,1
469,19.5,0,68,20900,30.2,1
462,20.2,0,64,25700,31.5,1
450,18.1,0,73,18900,29.2,1
424,16.7,0,79,17700,28.8,1
423,16.4,0,80,15100,28.2,1
449,8.4,0,93,200,5.8,1
473,8.4,0,93,200,5.8,1
462,8.9,0,95,200,6,1
515,8.9,0,95,200,6,1
571,8.8,0,96,100,6,1
531,8.8,0,96,100,6,1
494,11,0,93,12200,12.3,1
481,11,0,93,12200,12.3,1
449,13.5,0,90,12600,16.3,1
533,13.5,0,90,12600,16.3,1
465,15.8,0,83,15200,23.1,1
504,15.8,0,83,15200,23.1,1
509,18.8,0,75,17800,24.3,1
447,19.3,0,66,20500,29.6,1
450,19.1,0,65,24000,28.8,1
470,17.2,0,74,16600,29.2,1
445,17.2,0,74,16600,29.2,1
466,16.7,0,79,15900,29.5,1
509,16.7,0,79,15900,29.5,1
438,15.9,0,81,15300,28.2,1
432,8.7,0,93,12600,8.6,1
451,8.7,0,93,12600,8.6,1
500,18,0,75,17200,24.3,1
488,18,0,75,17200,24.3,1
469,20.7,0,64,25800,30.6,1
446,19,0,67,22900,30.2,1
450,19,0,67,22900,30.2,1
467,8.5,0,93,100,6.7,1
442,8.8,0,96,100,3.4,1
470,8.8,0,96,100,3.4,1
504,9.1,0,96,100,7.4,1
496,9.1,0,96,100,7.4,1
474,11.5,0,92,200,12.1,1
534,11.5,0,92,200,12.1,1
453,14.6,0,89,13400,19.8,1
497,14.6,0,89,13400,19.8,1
424,14.6,0,89,13400,19.8,1
461,16.7,0,82,15900,21.6,1
487,16.7,0,82,15900,21.6,1
522,19.2,0,63,23700,27.7,1
456,19.2,0,63,23700,27.7,1
448,17.9,0,75,19600,29.2,1
462,16.3,0,80,14700,31.4,1
438,8.6,0,93,600,8,1
480,8.6,0,93,100,8.1,1
468,8.6,0,96,100,5.5,1
524,9.4,0,95,100,8.4,1
499,11.4,0,92,700,13.6,1
472,15,0,88,14000,21,1
452,16.4,0,81,15700,22.7,1
436,16.4,0,81,15700,22.7,1
448,18.2,0,74,17600,24.6,1
463,18.2,0,74,17600,24.6,1
430,18.5,0,68,20900,28.4,1
452,17.4,0,76,17800,26.7,1
445,16.1,0,80,14600,30.4,1
456,19.8,0,63,23500,29.3,1
435,19.5,0,70,22700,26.7,1
455,8.5,0,93,500,10.1,1
457,8.5,0,93,500,10.1,1
473,19.6,0,73,20100,25.6,1
453,15.2,0.3,91,10300,18.9,1
438,15.2,0.3,91,10300,18.9,1
431,15.2,0.3,91,10300,18.9,1
466,14.3,1.4,91,3400,23,1
474,14.3,1.4,91,3400,23,1
474,14.3,1.4,91,3400,23,1
469,14.1,0.8,91,4600,23.2,1
434,14.1,0.8,91,4600,23.2,1
457,15.1,0.1,91,13200,24.8,1
457,15.1,0.1,91,13200,24.8,1
436,13.7,0.2,90,11500,17.7,1
440,13.7,0.2,90,11500,17.7,1
425,15.2,0.7,91,4200,20.9,1
457,15.2,0.7,91,4200,20.9,1
447,15.2,0.7,91,4200,20.9,1
466,15,0,91,2500,21.1,1
465,15,0,91,2500,21.1,1
487,15,0,91,2500,21.1,1
441,13.5,0.2,90,10200,14.8,1
639,13.5,0.2,90,10200,14.8,1
574,13.5,0.2,90,10200,14.8,1
435,15.2,0.3,91,7900,25.7,1
441,15.2,0.3,91,7900,25.7,1
467,14.6,1.8,91,2800,27.8,1
490,14.6,1.8,91,2800,27.8,1
587,13.8,0,90,8300,8,1
470,13.8,0,90,8300,8,1
453,15.1,0,91,7100,24.4,1
482,15.1,0,91,7100,24.4,1
470,14.4,6.1,91,1200,29.9,1
497,14.4,6.1,91,1200,29.9,1
450,14.4,1.3,91,3600,26.8,1
449,14.4,1.3,91,3600,26.8,1
437,14.4,1.3,91,3600,26.8,1
468,14.1,8.2,91,1000,29.3,1
453,14.1,8.2,91,1000,29.3,1
468,14.2,0,91,5600,19.1,1
464,14.2,0,91,5600,19.1,1
447,14.2,0,91,5600,19.1,1
468,13.4,0.1,95,12300,8.6,1
443,13.4,0.1,95,12300,8.6,1
442,13.4,0.7,95,4600,7.3,1
458,13.4,0.7,95,4600,7.3,1
451,13.7,0.1,90,13200,14.1,1
441,13.2,0,96,12200,6.2,1
446,13.2,0,96,12200,6.2,1
445,13.5,0.3,91,8000,17,1
448,13.5,0.3,91,8000,17,1
460,13.1,0.6,96,4900,8.5,1
448,13.1,0.6,96,4900,8.5,1
457,13.1,0.6,96,4900,8.5,1
443,13.5,0.3,92,9500,11.8,1
467,13.5,0.3,92,9500,11.8,1
469,13.3,0,93,13100,10.1,1
424,13.3,0,93,13100,10.1,1
443,13,0.2,96,10200,8.2,1
462,13,0.2,96,10200,8.2,1
454,13.2,0.6,94,5000,8.7,1
439,13.2,0.6,94,5000,8.7,1
456,13.1,2,96,2300,11,1
418,13.1,2,96,2300,11,1
468,12.9,0.4,97,6800,6.3,1
460,12.9,0.4,97,6800,6.3,1
444,12.9,0.4,97,6800,6.3,1
455,13,0,96,12200,3.8,1
478,13,0,96,12200,3.8,1
461,13.6,1,96,3600,6.3,1
443,13.6,1,96,3600,6.3,1
446,13,0.3,96,9800,7.6,1
457,13,0.3,96,9800,7.6,1
439,13,0.3,96,9800,7.6,1
451,13.5,1.5,95,2500,9.9,1
451,13.5,1.5,95,2500,9.9,1
449,12.9,0,95,12600,14.7,1
442,12.9,0,95,12600,14.7,1
436,12.9,0,95,12600,14.7,1
457,13.2,0.3,97,9200,5.6,1
553,13.2,0.3,97,9200,5.6,1
463,13.3,0.2,97,12200,2.3,1
464,13.3,0.2,97,12200,2.3,1
438,13.1,0,97,11600,8.9,1
480,13.1,0,97,11600,8.9,1
491,15.1,0,94,13100,8.8,1
458,15.1,0,94,13100,8.8,1
490,15.1,0,94,13100,8.8,1
471,15,0,91,14400,7.7,1
484,15,0,91,14400,7.7,1
477,14.4,0,90,13900,6,1
468,14.4,0,90,13900,6,1
528,14.4,0,90,13900,6,1
460,14.6,0,91,14000,7.4,1
518,14.6,0,91,14000,7.4,1
489,14.6,0,91,14000,7.4,1
466,15,0,89,14100,8.7,1
443,15,0,89,14100,8.7,1
488,12.5,0.2,95,12200,11,1
472,12.5,0.2,95,12200,11,1
504,15.1,0,93,13600,11.2,1
546,15.1,0,93,13600,11.2,1
474,15.3,0,89,14800,9.8,1
455,15.3,0,89,14800,9.8,1
444,15.3,0,89,14800,9.8,1
475,12.8,0.6,95,4800,11.5,1
436,12.8,0.6,95,4800,11.5,1
457,12.8,0.6,95,4800,11.5,1
487,15.2,0,92,14700,6.6,1
372,15.2,0,92,14700,6.6,1
476,15.2,0,92,14700,6.6,1
486,14.9,0,91,14000,6.2,1
433,14.9,0,91,14000,6.2,1
450,14.7,0,91,13900,5.8,1
467,14.7,0,91,13900,5.8,1
437,14.7,0,91,13900,5.8,1
556,14.7,0,92,14000,8.6,1
453,14.7,0,92,14000,8.6,1
445,13.3,0.2,95,11100,9.9,1
443,13.3,0.2,95,11100,9.9,1
449,13.3,0.2,95,11100,9.9,1
460,14.9,0,91,13800,6.2,1
483,14.9,0,91,13800,6.2,1
489,14.9,0,91,13800,6.2,1
461,14.6,0,91,14500,8.2,1
462,14.6,0,91,14500,8.2,1
467,14.6,0,91,14500,8.2,1
443,13.8,0,95,12700,8.7,1
475,13.8,0,95,12700,8.7,1
450,13.8,0,95,12700,8.7,1
445,15.4,0,91,13700,9.3,1
451,15.4,0,91,13700,9.3,1
481,15.4,0,91,13700,9.3,1
447,14.2,0,91,13900,8.8,1
429,14.2,0,91,13900,8.8,1
442,13.8,0,94,12500,4.5,1
521,13.8,0,94,12500,4.5,1
439,13.3,0.2,89,10600,16.9,1
441,13.3,0.2,89,10600,16.9,1
464,11.5,0.4,88,6500,21.9,1
529,11.5,0.4,88,6500,21.9,1
456,14.7,0,89,13700,6.9,1
445,14.7,0,89,13700,6.9,1
431,10.3,0.2,87,9900,25,1
429,10.3,0.2,87,9900,25,1
490,14.8,0,89,12900,5.2,1
439,14.8,0,89,12900,5.2,1
466,14.8,0.8,89,4100,6.8,1
422,14.8,0.8,89,4100,6.8,1
449,13.6,0,89,15500,11.8,1
477,13.6,0,89,15500,11.8,1
447,13.6,0,89,15500,11.8,1
423,8.5,0.2,86,9900,16.1,1
474,8.5,0.2,86,9900,16.1,1
355,7.1,0,84,17800,17.6,1
470,7.1,0,84,17800,17.6,1
454,9.6,0,87,16200,24.2,1
453,9.6,0,87,16200,24.2,1
441,8.1,0.1,84,17200,17.9,1
430,8.1,0.1,84,17200,17.9,1
445,9.1,0,87,14600,21.8,1
428,9.1,0,87,14600,21.8,1
442,7.7,0.1,83,17900,20.7,1
419,7.7,0.1,83,17900,20.7,1
457,8.8,0,87,16700,20.9,1
433,7.8,0,82,17900,19,1
751,8.4,0,87,17300,21.3,1
459,8.4,0,87,17300,21.3,1
524,7.7,0,82,17900,17.3,1
440,7.7,0,82,17900,17.3,1
422,7.7,0,82,17900,17.3,1
432,8.2,0,87,12400,19.5,1
483,8.2,0,87,12400,19.5,1
445,15,0,87,13800,24.7,1
467,15,0,87,13800,24.7,1
447,15,0,87,13800,24.7,1
448,15,1.4,89,3300,28.9,1
430,15,1.4,89,3300,28.9,1
438,15.2,0,90,13900,18.6,1
458,15.2,0,90,13900,18.6,1
492,4.3,0,80,19400,18.8,1
422,4.3,0,80,19400,18.8,1
433,4.3,0,80,19400,18.8,1
430,4,0,80,19000,19.5,1
444,4,0,80,19000,19.5,1
448,2.8,0,76,19400,18.7,1
434,2.8,0,76,19400,18.7,1
420,4,0,80,18100,16.2,1
431,4,0,80,18100,16.2,1
439,4,0,80,18100,16.2,1
431,2.7,0,76,19000,19.1,1
459,2.7,0,76,19000,19.1,1
489,2.7,0,76,19000,19.1,1
445,3.9,0,79,18400,16.9,1
438,3.9,0,79,18400,16.9,1
460,2.6,0,76,18700,18.1,1
478,2.6,0,76,18700,18.1,1
442,2.6,0,76,18700,18.1,1
451,3.8,0,79,20000,20.4,1
456,3.8,0,79,20000,20.4,1
442,3.8,0,79,20000,20.4,1
433,3.8,0,79,20000,20.4,1
455,3.2,0,76,21700,15.8,1
482,3.2,0,76,21700,15.8,1
478,3.2,0,76,21700,15.8,1
463,3,0,76,21900,16.2,1
526,3,0,76,21900,16.2,1
436,3,0,76,21500,17.4,1
485,3,0,76,21500,17.4,1
473,3,0,76,21500,17.4,1
473,2.4,0,70,20700,13.6,1
444,2.4,0,70,20700,13.6,1
473,2.7,0,76,21600,16.1,1
433,2.7,0,70,20900,11.6,1
456,2.7,0,70,20900,11.6,1
459,2.4,0,75,21100,16.8,1
437,2.4,0,75,21100,16.8,1
554,2.9,0,70,24500,11.5,1
488,2.9,0,70,24500,11.5,1
471,2.2,0,73,20900,15.8,1
484,2.8,0,69,22400,14.6,1
510,2.8,0,69,22400,14.6,1
477,2.8,0,69,22400,14.6,1
468,2.1,0,71,20500,15.1,1
469,2.1,0,71,20500,15.1,1
478,2.4,0,70,24600,17.8,1
433,2.4,0,70,24600,17.8,1
481,3.1,0,69,22500,15.8,1
455,3.1,0,69,22500,15.8,1
459,2.3,0,70,21300,13,1
477,2.3,0,70,21300,13,1
460,3.5,0,68,23500,15.9,1
431,3.5,0,68,23500,15.9,1
435,5.7,0,48,28600,18.8,1
450,5.7,0,48,28600,18.8,1
453,3.9,0,66,27200,14.8,1
436,3.9,0,66,27200,14.8,1
760,6,0,43,27300,18.4,1
637,6,0,43,27300,18.4,1
456,6,0,43,27300,18.4,1
447,3.9,0,64,25700,15.5,1
460,3.9,0,64,25700,15.5,1
456,3.9,0,64,25700,15.5,1
473,6.9,0,40,51000,19.1,1
435,6.9,0,40,51000,19.1,1
455,6.9,0,40,51000,19.1,1
429,4.5,0,62,25100,19,1
456,4.5,0,62,25100,19,1
454,4.8,0,59,25000,18.1,1
455,4.8,0,59,25000,18.1,1
503,5.7,0,56,34300,17.7,1
1101,5.7,0,56,34300,17.7,1
1086,5.5,0,52,29400,17.1,1
513,5.5,0,52,29400,17.1,1
494,7.9,0,38,41500,17.3,1
455,7.9,0,38,41500,17.3,1
444,7.9,0,38,41500,17.3,1
460,10,0,33,60300,15.2,1
475,10,0,33,60300,15.2,1
462,10,0,31,53400,16.5,1
507,10,0,31,53400,16.5,1
453,10,0,31,53400,16.5,1
420,8.5,0,32,54700,13.3,1
461,8.5,0,32,54700,13.3,1
454,8.5,0,32,54700,13.3,1
427,9.9,0,30,53300,16.1,1
457,9.9,0,30,53300,16.1,1
461,9.9,0,30,53300,16.1,1
463,5.7,0,38,34200,12.8,1
462,5.7,0,38,34200,12.8,1
476,8.4,0,38,40600,16.9,1
507,8.4,0,38,40600,16.9,1
487,7,0,38,34100,15.1,1
498,7,0,38,34100,15.1,1
429,7,0,38,34100,15.1,1
478,9.4,0,38,53000,15.2,1
669,9.4,0,38,53000,15.2,1
531,9.4,0,38,53000,15.2,1
461,9.5,0,32,52500,13.1,1
486,9.5,0,32,52500,13.1,1
465,9.6,0,32,52400,12.8,1
454,9.6,0,32,52400,12.8,1
470,9.6,0,32,52400,12.8,1
483,8.3,0,37,46900,14.3,1
511,8.3,0,37,46900,14.3,1
457,8.3,0,37,46900,14.3,1
493,7.4,0,38,35600,15.5,1
456,7.4,0,38,35600,15.5,1
452,7.4,0,38,35600,15.5,1
476,10.8,0,32,61100,12.6,1
472,10.8,0,32,61100,12.6,1
466,10.8,0,32,61100,12.6,1
510,8.4,0,38,53100,18.1,1
484,8.4,0,38,53100,18.1,1
504,9.1,0,36,47600,14.9,1
498,9.1,0,36,47600,14.9,1
466,7.8,0,38,44200,16.2,1
460,7.8,0,38,44200,16.2,1
486,7.8,0,38,44200,16.2,1
525,9.3,0,34,51900,17.1,1
444,9.3,0,34,51900,17.1,1
573,9.3,0,34,51900,17.1,1
490,10.1,0,31,56000,14,1
447,10.1,0,31,56000,14,1
421,7.6,0,34,52200,11.8,1
451,7.6,0,34,52200,11.8,1
496,7.6,0,34,52200,11.8,1
460,10.2,0,30,63600,12.9,1
450,10.2,0,30,63600,12.9,1
468,7.1,0,35,47700,11.3,1
428,7.1,0,35,47700,11.3,1
486,6.7,0,38,45100,10.5,1
450,6.7,0,38,45100,10.5,1
461,9.3,0,30,59100,15.3,1
493,9.3,0,30,59100,15.3,1
449,8.7,0,30,53600,15.2,1
459,8.7,0,30,53600,15.2,1
462,8.2,0,31,50400,14,1
465,8.2,0,31,50400,14,1
447,8.4,0,32,59800,11.4,1
485,8.4,0,32,59800,11.4,1
488,4.7,0,62,27500,6.8,1
454,4.7,0,62,27500,6.8,1
549,3.8,0,51,29400,2.9,1
445,7.2,0,41,48600,11.8,1
449,7.2,0,41,48600,11.8,1
440,4.4,0,62,25700,7.6,1
483,4.4,0,62,25700,7.6,1
501,5.2,0,60,30200,3.1,1
463,5.2,0,60,30200,3.1,1
477,6.3,0,45,40600,10.3,1
428,6.3,0,45,40600,10.3,1
432,4.2,0,62,25900,8.8,1
424,4.2,0,62,25900,8.8,1
449,4,0,57,30400,1.3,1
444,4,0,57,30400,1.3,1
452,5.8,0,51,35500,8.8,1
438,5.8,0,51,35500,8.8,1
421,4.3,0,60,31200,1.9,1
439,4.3,0,60,31200,1.9,1
462,5.2,0,56,31400,7.2,1
429,4.4,0,80,18600,16.6,1
444,4.4,0,80,18600,16.6,1
430,4.4,0,80,18600,16.6,1
458,4.2,0,80,18600,17.8,1
481,4.2,0,80,18600,17.8,1
460,3.5,0,79,18600,19.5,1
492,3.5,0,79,18600,19.5,1
426,3.5,0,79,18600,19.5,1
442,3.4,0,78,18200,18.9,1
632,3.3,0,77,17700,17.6,1
523,3.3,0,77,17700,17.6,1
569,3.3,0,77,17700,17.6,1
522,3.3,0,77,17700,17.6,1
445,3.4,0,77,21100,18.4,1
