travel_time_sec,temperature_2m (°C),precipitation (mm),relative_humidity_2m (%),visibility (m),wind_speed_10m (km/h),bias
461,-9.1,0,56,32300,14.7,1
512,-9.1,0,56,32300,14.7,1
473,-7.7,0,44,50000,14.1,1
476,-7.7,0,44,50000,14.1,1
478,-8.5,0,52,33500,15.4,1
458,-8.5,0,52,33500,15.4,1
449,-8.5,0,52,33500,15.4,1
472,-7.3,0,40,54600,12.9,1
451,-7.3,0,40,54600,12.9,1
479,-8.8,0,54,31700,15.5,1
500,-8.8,0,54,31700,15.5,1
465,-6.9,0,43,46600,16.4,1
632,-6.9,0,43,46600,16.4,1
466,-7.2,0,41,55200,12.4,1
474,-7.2,0,41,55200,12.4,1
533,-7.7,0,42,51100,14.7,1
476,-7.7,0,42,51100,14.7,1
486,-6.7,0,41,48800,14.2,1
510,-6.7,0,41,48800,14.2,1
469,-7.8,0,50,40000,12.4,1
450,-7.8,0,50,40000,12.4,1
453,-7.2,0,41,52400,15.1,1
468,-7.2,0,41,52400,15.1,1
470,-7.3,0,41,53800,14,1
489,-7.3,0,41,53800,14,1
521,-7.3,0,41,53800,14,1
473,-8,0,48,43700,13.5,1
463,-8,0,48,43700,13.5,1
455,-8,0,48,43700,13.5,1
487,-7,0,40,54300,14.9,1
543,-7,0,40,54300,14.9,1
458,-7,0,40,54300,14.9,1
422,-7.7,0,46,46600,10,1
483,-7.7,0,46,46600,10,1
480,-7.7,0,46,46600,10,1
459,-7,0,42,48700,13.3,1
429,-7,0,42,48700,13.3,1
456,-8.1,0,47,44600,9.2,1
423,-8.1,0,47,44600,9.2,1
434,-7.1,0,43,52000,13.2,1
492,-7.1,0,43,52000,13.2,1
444,-8.4,0,48,42400,8.4,1
437,-8.4,0,48,42400,8.4,1
452,-7.2,0,43,52100,12.3,1
434,-7.2,0,43,52100,12.3,1
450,-9,0,51,40600,6.1,1
453,-9,0,51,40600,6.1,1
503,-8.7,0,60,36100,7.3,1
457,-8.3,0,49,40500,7.4,1
453,-8.3,0,49,40500,7.4,1
429,-9.1,0,51,39100,6.3,1
425,-9.1,0,51,39100,6.3,1
504,-8.9,0,50,40300,5.9,1
469,-8.9,0,50,40300,5.9,1
441,-8.2,0,49,38500,6.1,1
430,-9.1,0,53,38300,6,1
430,-9.1,0,53,38300,6,1
429,-8.7,0,57,35800,5.5,1
476,-8.7,0,57,35800,5.5,1
631,-8.6,0,50,38000,5.1,1
464,-8.9,0,54,36100,4.6,1
431,-10.7,0,70,25200,8.3,1
439,-10.7,0,70,25200,8.3,1
467,-10.8,0,71,24200,8.7,1
463,-10.8,0,71,24200,8.7,1
459,-11.3,0,69,25200,9.2,1
493,-11.3,0,69,25200,9.2,1
444,-11.3,0,69,25200,9.2,1
475,-11.4,0,69,25900,8.7,1
499,-11.4,0,69,25900,8.7,1
445,-11.6,0,68,26400,9.7,1
457,-11.6,0,68,26400,9.7,1
490,-11.7,0,68,26200,7.6,1
583,-11.7,0,68,26200,7.6,1
523,-11.8,0,69,25600,8.3,1
460,-12.8,0,77,20800,6.6,1
446,-12.8,0,77,20800,6.6,1
471,-12.8,0,77,20500,6.5,1
458,-12.8,0,77,20500,6.5,1
442,-12.9,0,77,20500,5.8,1
474,-12.9,0,77,20500,5.8,1
464,-7.3,0,44,51300,11.6,1
441,-7.3,0,44,51300,11.6,1
442,-7.4,0,45,45200,11.2,1
449,-7.4,0,45,45200,11.2,1
476,-8.8,0,50,37800,6.4,1
467,-8.8,0,50,37800,6.4,1
396,-8.9,0,63,34700,5.6,1
443,-11.7,0,56,34900,8.9,1
459,-11.7,0,56,34900,8.9,1
450,-11.7,0,56,34900,8.9,1
487,-13.1,0,55,36200,10.2,1
451,-13.1,0,55,36200,10.2,1
457,-13.1,0,55,36200,10.2,1
709,-12,0,56,37400,12.5,1
663,-12,0,56,37400,12.5,1
450,-13.3,0,55,34900,10.2,1
447,-13.3,0,55,34900,10.2,1
777,-12.3,0,55,38400,10.2,1
436,-12.3,0,55,38400,10.2,1
425,-12.3,0,55,38400,10.2,1
440,-13.5,0,56,34600,10,1
473,-13.5,0,56,34600,10,1
508,-13.5,0,56,34600,10,1
453,-12.5,0,55,37800,10.7,1
436,-12.5,0,55,37800,10.7,1
663,-13.6,0,57,35600,12.5,1
460,-13.6,0,57,35600,12.5,1
472,-15.1,0,64,24900,8.6,1
433,-15.1,0,64,24900,8.6,1
452,-12.7,0,55,35400,8.1,1
480,-12.7,0,55,35400,8.1,1
444,-12.7,0,55,35400,8.1,1
586,-13.7,0,58,35000,13.6,1
507,-14,0,60,33800,13.2,1
456,-14,0,60,33800,13.2,1
578,-14,0,60,33800,13.2,1
462,-12.8,0,55,36500,9.9,1
473,-12.8,0,55,36500,9.9,1
480,-14.4,0,61,30800,9.8,1
468,-14.4,0,61,30800,9.8,1
635,-14.3,0,62,29900,10,1
660,-14.3,0,62,29900,10,1
572,-14.3,0,62,29900,10,1
592,-14.7,0,65,28100,9.5,1
523,-14.7,0,65,28100,9.5,1
448,-14.9,0,66,26700,6.6,1
455,-14.9,0,66,26700,6.6,1
442,-14.6,0,67,25700,7.8,1
447,-14.6,0,67,25700,7.8,1
482,-15.1,0,62,29600,8.2,1
485,-15.1,0,62,29600,8.2,1
421,-15,0,60,30400,9,1
730,-15,0,60,30400,9,1
642,-15,0,60,30400,9,1
444,-14.8,0,59,32600,8.9,1
428,-14.8,0,59,32600,8.9,1
431,-12,0,51,37000,14.8,1
496,-12,0,51,37000,14.8,1
476,-12.1,0,51,27800,14.6,1
483,-12.1,0,51,27800,14.6,1
475,-14.2,0,57,33600,10.2,1
465,-13.4,0,55,34900,10.4,1
601,-13.4,0,55,34900,10.4,1
449,-12,0,51,25300,15.1,1
939,-12,0,51,25300,15.1,1
457,-13,0,54,34100,13.2,1
427,-13,0,54,34100,13.2,1
550,-13,0,54,34100,13.2,1
462,-9.6,0,50,39600,11.2,1
581,-9.6,0,50,39600,11.2,1
458,-12.9,0,52,35000,15.3,1
455,-12.9,0,52,35000,15.3,1
466,-12,0,51,38500,12.8,1
446,-12,0,51,38500,12.8,1
454,-12,0,51,38500,12.8,1
482,-6.1,0,26,70700,6.8,1
496,-6.1,0,26,70700,6.8,1
602,-6.1,0,26,70700,6.8,1
510,-10.1,0,48,28000,12.7,1
613,-10.1,0,48,28000,12.7,1
488,-6.7,0,35,56600,11,1
497,-6.7,0,35,56600,11,1
461,-6.2,0,26,73500,4.5,1
616,-6.2,0,26,73500,4.5,1
568,-6.2,0,26,73500,4.5,1
597,-9.8,0,46,27400,14.1,1
725,-9.8,0,46,27400,14.1,1
511,-7.1,0,33,62800,10.4,1
492,-7,0,31,64000,10.7,1
731,-7,0,31,64000,10.7,1
623,-6.3,0,26,73500,4.5,1
496,-6.3,0,26,73500,4.5,1
726,-9.5,0,44,30400,14.3,1
731,-9.5,0,44,30400,14.3,1
675,-7,0,29,65200,11,1
533,-7,0,29,65200,11,1
570,-6.3,0,25,73200,4.8,1
476,-6.3,0,25,73200,4.8,1
970,-6.3,0,25,73200,4.8,1
566,-7.7,0,42,48100,10.8,1
578,-7.7,0,42,48100,10.8,1
824,-6.3,0,27,69000,9,1
521,-7.8,0,39,53400,11.3,1
515,-6.8,0,26,72100,8.4,1
458,-6.8,0,26,72100,8.4,1
529,-6.1,0,25,72000,6.2,1
466,-7.7,0,37,55400,10.7,1
623,-7.7,0,37,55400,10.7,1
545,-7.7,0,37,55400,10.7,1
492,-6.8,0,26,73300,7,1
477,-6.8,0,26,73300,7,1
505,-7.6,0,25,69200,4.6,1
479,-6.5,0,25,73600,6.1,1
472,-6.5,0,25,73600,6.1,1
452,-6.5,0,25,73600,6.1,1
560,-8.1,0,26,69000,7.3,1
474,-6.7,0,24,74600,5.4,1
458,-6.7,0,24,74600,5.4,1
776,-6.8,0,24,75000,5,1
924,-6.8,0,24,75000,5,1
486,-6.6,0,24,74300,4.3,1
467,-7,0,24,70700,4.8,1
471,-7,0,24,70700,4.8,1
446,-9.8,0,35,58700,6.1,1
436,-9.8,0,35,58700,6.1,1
451,-10.2,0,36,53000,5.4,1
622,-8.2,0,27,69200,5.4,1
452,-8.2,0,27,69200,5.4,1
466,-8.5,0,29,67700,7.3,1
429,-9.8,0,35,56300,6.8,1
457,-9.8,0,35,56300,6.8,1
467,-9.7,0,34,58900,8.2,1
474,-9.7,0,34,58900,8.2,1
441,-8.7,0,31,64700,7.8,1
442,-8.7,0,31,64700,7.8,1
438,-9.9,0,36,53300,8.4,1
515,-9.9,0,36,53300,8.4,1
530,-10,0,36,55000,4.1,1
442,-10,0,36,55000,4.1,1
455,-10,0,36,55600,3.8,1
444,-10,0,36,55600,3.8,1
442,-9,0,33,61300,8.4,1
464,-9,0,33,61300,8.4,1
443,-9,0,33,61300,8.4,1
437,-11.2,0,58,33100,7.9,1
447,-11.2,0,58,33100,7.9,1
439,-11.2,0,58,33100,7.9,1
472,-11.4,0,57,33100,7.7,1
534,-11.4,0,57,33100,7.7,1
476,-14.4,0,63,28500,10.1,1
447,-14.4,0,63,28500,10.1,1
452,-14.4,0,63,28500,10.1,1
463,-14.5,0,66,26700,8.6,1
460,-14.7,0,68,25100,6.7,1
469,-14.7,0,68,25100,6.7,1
443,-14.8,0,68,25700,6.4,1
474,-14.8,0,68,25700,6.4,1
465,-14.8,0,67,26500,7.5,1
449,-14.8,0,67,26500,7.5,1
495,-14.9,0,65,26900,8.6,1
601,-14.9,0,65,26900,8.6,1
497,-15,0,63,29500,8,1
428,-15,0,63,29500,8,1
673,-8,0,40,52000,10.9,1
431,-10.4,0,35,47100,8.4,1
447,-11.7,0,54,37200,6.2,1
444,-11.7,0,54,37200,6.2,1
436,-11.7,0,54,37200,6.2,1
477,-11.9,0,49,33200,3.8,1
470,-11.9,0,49,33200,3.8,1
464,-11.9,0,49,33200,3.8,1
491,-11.7,0,55,35200,9.4,1
456,-11.7,0,55,35200,9.4,1
458,-11.7,0,55,35200,9.4,1
442,-11.9,0,55,36000,6.7,1
428,-11.9,0,55,36000,6.7,1
444,-11.9,0,55,36000,6.7,1
456,-11.4,0,48,41900,6.9,1
478,-11.4,0,48,41900,6.9,1
451,-11.9,0,57,35200,6.4,1
446,-11.9,0,57,35200,6.4,1
634,-11.6,0,49,40600,7.9,1
467,-11.6,0,57,34000,5.9,1
522,-11.6,0,57,34000,5.9,1
591,-11.6,0,57,34000,5.9,1
550,-11.8,0,52,38700,6.8,1
509,-11.8,0,52,38700,6.8,1
497,-11.8,0,52,38700,6.8,1
472,-11.7,0,55,33500,6,1
452,-11.7,0,55,33500,6,1
477,-11.8,0,54,37100,8.2,1
517,-11.8,0,54,37100,8.2,1
480,-11.8,0,52,33100,3.8,1
454,-11.8,0,52,33100,3.8,1
444,-10.8,0,48,38700,4.1,1
480,-10.8,0,48,38700,4.1,1
414,-10.8,0,52,37700,7.5,1
460,-10.8,0,52,37700,7.5,1
562,-10.8,0,52,37700,7.5,1
570,-11.1,0,51,33100,8.7,1
433,-10.2,0,48,40400,6.8,1
457,-10.2,0,48,40400,6.8,1
443,-10.2,0,48,40400,6.8,1
461,-10.3,0,48,38900,8,1
459,-10.3,0,48,38900,8,1
450,-9.9,0,47,37600,8.2,1
454,-9.9,0,47,37600,8.2,1
465,-7.9,0,45,39300,7.2,1
467,-7.9,0,45,39300,7.2,1
456,-7,0,44,38400,6.6,1
459,-7,0,44,38400,6.6,1
444,-7,0,44,38400,6.6,1
471,-9.2,0,47,42700,4.8,1
449,-9.2,0,47,42700,4.8,1
461,-9.3,0,47,41400,7.2,1
451,-9.3,0,47,41400,7.2,1
476,-6.5,0,43,38800,7.9,1
435,-6.5,0,43,38800,7.9,1
448,-8.6,0,47,39700,7.2,1
480,-8.6,0,47,39700,7.2,1
474,-8.6,0,47,39700,7.2,1
431,-8,0,46,40000,7.2,1
509,-8,0,46,40000,7.2,1
468,-7.7,0,46,42700,6.2,1
485,-7.7,0,46,42700,6.2,1
454,-4.5,0,43,27000,12.8,1
472,-4.5,0,43,27000,12.8,1
491,-4.5,0,43,27000,12.8,1
447,-3.1,0,41,28600,13.5,1
487,-3.1,0,41,28600,13.5,1
472,-3.1,0,41,28600,13.5,1
522,-2.2,0,43,35700,13.6,1
479,-2.2,0,43,35700,13.6,1
472,-2.2,0,43,35700,13.6,1
465,-5.8,0,42,47600,10.1,1
433,-5.8,0,42,47600,10.1,1
494,-5.8,0,42,47600,10.1,1
493,-4.2,0,42,24700,13.4,1
452,-4.2,0,42,24700,13.4,1
453,-4.2,0,42,24700,13.4,1
496,-2.4,0,41,47700,15.8,1
488,-2.4,0,41,47700,15.8,1
444,-2.9,0,41,32200,12.9,1
453,-2.9,0,41,32200,12.9,1
451,-2.9,0,41,32200,12.9,1
434,-2.2,0,44,34900,13.4,1
455,-2.2,0,44,34900,13.4,1
454,-2.2,0,44,34900,13.4,1
467,-6.4,0,42,26200,10.9,1
455,-6.4,0,42,26200,10.9,1
477,-6.4,0,42,26200,10.9,1
472,-3.9,0,41,27600,13.6,1
482,-3.9,0,41,27600,13.6,1
496,-3,0,40,49900,13.5,1
467,-3,0,40,49900,13.5,1
493,-3,0,40,49900,13.5,1
468,-2.7,0,41,31900,12.2,1
472,-2.7,0,41,31900,12.2,1
463,-5.7,0,43,23100,11.3,1
602,-5.7,0,43,23100,11.3,1
476,-2.4,0,42,33000,12.9,1
435,-2.4,0,42,33000,12.9,1
459,-2.4,0,42,33000,12.9,1
476,-5.3,0,44,24700,12.7,1
443,-5.3,0,44,24700,12.7,1
444,-5.3,0,44,24700,12.7,1
454,-3.5,0,40,26300,13.2,1
487,-3.5,0,40,26300,13.2,1
468,-3.5,0,40,26300,13.2,1
438,-1.7,0,42,48400,16.5,1
513,-1.7,0,42,48400,16.5,1
475,-1.7,0,42,48400,16.5,1
449,-4.2,0,44,44700,12.6,1
487,-4.2,0,44,44700,12.6,1
490,-3.3,0,40,31400,13.4,1
482,-3.3,0,40,31400,13.4,1
499,-2.6,0,43,37900,12.9,1
445,-2.6,0,43,37900,12.9,1
508,-1.9,0,44,45400,15.8,1
515,-1.9,0,44,45400,15.8,1
438,-3.9,0,51,38900,10.2,1
448,-3.9,0,51,38900,10.2,1
466,-2.9,0,42,29200,10.8,1
586,-2.9,0,42,29200,10.8,1
477,-2.5,0,42,48600,12.4,1
466,-3.3,0,44,43500,9.5,1
506,-4,0,46,38100,9.2,1
440,-4.9,0,60,31300,10.9,1
569,-4.9,0,60,31300,10.9,1
435,-6.3,0,68,25900,8.2,1
435,-5.2,0,62,28900,10.2,1
503,-5.2,0,62,28900,10.2,1
435,-5.4,0,64,27100,10,1
432,-5.4,0,64,27100,10,1
431,-4.8,0,55,32400,10,1
548,-4.8,0,55,32400,10,1
440,-4.8,0,55,32400,10,1
482,-6,0,68,26800,5.6,1
460,-5.6,0,66,26300,2.6,1
433,-5.6,0,66,26300,2.6,1
432,-5.1,0,56,29400,10,1
449,-5.1,0,56,29400,10,1
453,-5.9,0,67,26700,4.5,1
458,-5.9,0,67,26700,4.5,1
453,-4.5,0,58,32400,7.6,1
457,-4.5,0,58,32400,7.6,1
451,-11.5,0,50,36400,7,1
430,-11.5,0,50,36400,7,1
444,-11.5,0,52,38000,3.9,1
439,-11.5,0,52,38000,3.9,1
452,-11.3,0,49,38800,6.1,1
478,-11.3,0,49,38800,6.1,1
428,-11.3,0,49,38800,6.1,1
483,-11.6,0,56,34800,6.5,1
455,-11.6,0,56,34800,6.5,1
510,-11.6,0,56,34800,6.5,1
459,-11.6,0,56,35600,7.9,1
466,-11.7,0,53,34200,9.3,1
453,-11.7,0,53,34200,9.3,1
457,-11.7,0,53,34200,9.3,1
441,-11.8,0,50,29700,8.3,1
467,-12.1,0,49,29200,9.7,1
460,-12.1,0,49,29200,9.7,1
461,-10.8,0,48,41900,5.8,1
461,-10.8,0,48,41900,5.8,1
467,-10.8,0,48,40100,4.8,1
457,-10.8,0,48,40100,4.8,1
423,-10.8,0,48,37800,4.7,1
471,-10.8,0,48,37800,4.7,1
453,-10.4,0,48,41600,4.8,1
446,-10.4,0,48,41600,4.8,1
469,-2.6,0,44,39200,13.3,1
487,-2.6,0,44,39200,13.3,1
485,-4.5,0,49,33900,10.6,1
1096,-4.5,0,49,33900,10.6,1
731,-4.5,0,49,33900,10.6,1
464,-4.5,0,53,35500,10.1,1
460,-9.3,0,65,27300,7.1,1
431,-9.3,0,65,27300,7.1,1
442,-9.3,0,65,27300,7.1,1
465,-9.9,0,70,23900,9.4,1
447,-9.9,0,70,23900,9.4,1
449,-9.9,0,70,23900,9.4,1
464,-10.4,0,66,25400,8,1
470,-10.4,0,66,25400,8,1
461,-10.4,0,66,25400,8,1
445,-9.5,0,66,25100,8.8,1
437,-9.5,0,66,25100,8.8,1
407,-9.5,0,66,25100,8.8,1
434,-10.1,0,70,23700,6.9,1
459,-10.1,0,70,23700,6.9,1
408,-10.5,0,65,24900,8.7,1
448,-10.5,0,65,24900,8.7,1
438,-9.6,0,67,23300,8.3,1
450,-9.6,0,67,23300,8.3,1
476,-10.2,0,70,23700,8,1
463,-10.2,0,70,23700,8,1
439,-10.2,0,70,23700,8,1
449,-10.5,0,64,24100,8.4,1
510,-10.5,0,64,24100,8.4,1
608,-10.5,0,64,24100,8.4,1
454,-9.6,0,67,22200,8.3,1
428,-9.6,0,67,22200,8.3,1
461,-9.6,0,67,22200,8.3,1
459,-10.3,0,69,23400,8.4,1
469,-10.3,0,69,23400,8.4,1
460,-10.3,0,69,23400,8.4,1
446,-9.8,0,68,25100,7.5,1
455,-9.8,0,68,25100,7.5,1
430,-9.8,0,68,25100,7.5,1
488,-10.3,0,68,23600,8.8,1
442,-10.3,0,68,23600,8.8,1
574,-9.9,0,69,24600,8.4,1
478,-9.9,0,69,24600,8.4,1
470,-10.3,0,67,25800,7.1,1
470,-10.3,0,67,25800,7.1,1
446,-10.3,0,67,25800,7.1,1
443,-9.9,0,69,24000,8.6,1
456,-9.9,0,69,24000,8.6,1
464,-10.8,0,63,24700,9.4,1
453,-10.8,0,63,24700,9.4,1
434,-10.2,0,63,28100,7.1,1
480,-10.4,0,62,27100,8.6,1
474,-10.4,0,62,27100,8.6,1
483,-10.8,0,64,23400,9.5,1
442,-10.8,0,64,23400,9.5,1
461,-10.6,0,62,26300,7.3,1
431,-10.6,0,62,26300,7.3,1
470,-10.5,0,64,27600,8,1
468,-10.6,0,64,25500,10,1
495,-10.6,0,64,25500,10,1
453,-10.6,0,64,25500,10,1
499,-10.7,0,62,25500,7.9,1
460,-10.7,0,62,25500,7.9,1
467,-10.8,0,62,29500,7.8,1
460,-10.8,0,62,29500,7.8,1
451,-10.4,0,65,23800,9.9,1
484,-10.4,0,65,23800,9.9,1
491,-9.8,0,65,23500,9.8,1
415,-9.8,0,65,23500,9.8,1
450,-10.9,0,62,26800,8.6,1
464,-10.9,0,62,26800,8.6,1
447,-10.9,0,62,26800,8.6,1
438,-6,0,59,31200,10.8,1
510,-6,0,59,31200,10.8,1
457,-6,0,59,31200,10.8,1
478,-9,0,65,27200,9.6,1
456,-9,0,65,27200,9.6,1
481,-5.4,0,56,30300,12.4,1
447,-5.4,0,56,30300,12.4,1
471,-8.4,0,64,24900,10.2,1
445,-8.4,0,64,24900,10.2,1
465,-5.1,0,53,30900,13.3,1
443,-5.1,0,53,30900,13.3,1
458,-7.6,0,64,24100,10.9,1
467,-7.6,0,64,24100,10.9,1
476,-7.6,0,64,24100,10.9,1
471,-4,0,51,37400,12.1,1
443,-4,0,51,37400,12.1,1
473,-4,0,51,37400,12.1,1
435,-7,0,63,23200,12,1
550,-7,0,63,23200,12,1
517,-6.3,0,61,30100,8,1
478,-6.3,0,61,30100,8,1
598,-2.9,0,49,35000,9.9,1
642,-2.9,0,49,35000,9.9,1
445,-2.9,0,49,35000,9.9,1
468,-0.9,0,41,48600,10,1
475,-0.9,0,41,48600,10,1
479,-0.9,0,41,48600,10,1
458,-1.1,0,40,44600,8.7,1
482,-1.1,0,40,44600,8.7,1
467,-1.1,0,40,44600,8.7,1
458,-1.6,0,41,45100,9.2,1
513,-1.6,0,41,45100,9.2,1
445,-1.6,0,41,45100,9.2,1
420,-1.2,0,38,45000,9.2,1
463,-1.2,0,38,45000,9.2,1
459,-1.2,0,38,45000,9.2,1
456,-4.3,0,50,26400,11.3,1
472,-4.3,0,50,26400,11.3,1
516,-4.3,0,50,26400,11.3,1
501,-2.8,0,49,35100,9.5,1
461,-2.8,0,49,35100,9.5,1
490,-1.4,0,48,40500,11.9,1
476,-1.4,0,48,40500,11.9,1
489,-1.4,0,48,40500,11.9,1
463,-1.6,0,41,45400,8.9,1
448,-1.6,0,41,45400,8.9,1
420,-1.6,0,41,45400,8.9,1
525,-3.9,0,49,28400,10.2,1
486,-3.9,0,49,28400,10.2,1
451,-3.5,0,49,31400,9.8,1
490,-3.5,0,49,31400,9.8,1
448,-3.5,0,49,31400,9.8,1
463,-2.2,0,46,36800,10.8,1
496,-2.2,0,46,36800,10.8,1
452,-2.2,0,46,36800,10.8,1
433,-1.5,0,42,45800,9,1
462,-1.5,0,42,45800,9,1
455,-0.8,0,42,47900,11.9,1
495,-0.8,0,42,47900,11.9,1
516,-2.3,0,49,39400,11.2,1
466,-2.3,0,49,39400,11.2,1
439,-2.3,0,49,39400,11.2,1
485,-2.1,0,44,37700,10.9,1
500,-2.1,0,44,37700,10.9,1
500,-1.1,0,41,45600,10,1
480,-1.1,0,41,45600,10,1
450,-1.1,0,41,45600,10,1
463,-2.1,0,42,38800,10.7,1
444,-2.1,0,42,38800,10.7,1
465,-3,0,49,35000,10.2,1
473,-3,0,49,35000,10.2,1
410,-2.7,0,36,51100,8.3,1
501,-3.5,0,37,48100,6.8,1
522,-3.5,0,37,48100,6.8,1
444,-3.5,0,37,48100,6.8,1
426,-4.1,0,38,44900,8.4,1
486,-4.1,0,38,44900,8.4,1
451,-1.5,0,36,52200,9.4,1
412,-1.5,0,36,52200,9.4,1
445,-1.9,0,35,48100,7.6,1
465,-1.9,0,35,48100,7.6,1
444,-2,0,35,56700,12.2,1
454,-2,0,35,56700,12.2,1
467,-2,0,35,56700,12.2,1
446,-4.8,0,42,48100,8.5,1
454,-4.8,0,42,48100,8.5,1
453,-5.9,0,41,44500,9,1
445,-5.9,0,41,44500,9,1
433,-3.6,0,39,51700,9,1
463,-3.6,0,39,51700,9,1
454,-5.1,0,42,47400,5.5,1
471,-5.1,0,42,47400,5.5,1
445,-4.2,0,40,48100,9.5,1
453,-4.2,0,40,48100,9.5,1
446,-4.9,0,41,42200,9.9,1
456,-4.9,0,41,42200,9.9,1
467,-5.3,0,42,37900,9.3,1
430,-9.1,0,64,25500,9,1
440,-9.1,0,64,25500,9,1
469,-9.1,0,64,25500,9,1
452,-9,0,62,26000,10.1,1
456,-9,0,62,26000,10.1,1
514,-1,0,37,54300,11.3,1
449,-1,0,37,54300,11.3,1
469,-2.3,0,35,44800,7.3,1
494,-2.3,0,35,44800,7.3,1
467,-4.6,0,42,47800,7.9,1
459,-4.6,0,42,47800,7.9,1
434,-5.3,0,41,45900,7.6,1
451,-5.3,0,41,45900,7.6,1
442,-5.1,0,41,49000,10.6,1
435,-5.1,0,41,49000,10.6,1
459,-5.7,0,41,45400,9.2,1
443,-6.3,0,41,41300,9.4,1
419,-10.8,0,78,19100,6.1,1
466,-10.8,0,78,19100,6.1,1
440,-11.9,0,77,15800,6.8,1
446,-11.9,0,77,15800,6.8,1
447,-12,0,77,16400,7.2,1
462,-12,0,77,16400,7.2,1
470,-12.4,0,74,18300,6.5,1
442,-12.4,0,74,18300,6.5,1
495,-12.1,0,80,16800,5.8,1
561,-12.1,0,80,16800,5.8,1
447,-6.8,0,68,22600,6.8,1
459,-6.8,0,68,22600,6.8,1
441,-3.7,0,40,38400,9.1,1
460,-3.7,0,40,38400,9.1,1
452,-2.8,0,41,47900,16.9,1
426,-2.4,0,40,48700,16.4,1
594,-2.4,0,40,48700,16.4,1
422,-2,0,43,46500,13.8,1
449,-2,0,43,46500,13.8,1
426,-3.8,0,45,39600,8.3,1
441,-3.8,0,45,39600,8.3,1
459,-4.3,0,45,40900,10.9,1
447,-4.3,0,45,40900,10.9,1
453,-11.2,0,78,16400,6.6,1
499,-2.9,0,41,48900,17.1,1
455,-2.9,0,41,48900,17.1,1
433,-10.1,0,73,27000,8.7,1
457,-10.1,0,73,27000,8.7,1
426,-11.2,0,78,16600,5.9,1
464,-11.2,0,78,16600,5.9,1
442,-12.4,0,75,15000,8.9,1
438,-12.1,0,78,15500,6,1
426,-12.1,0,78,15500,6,1
457,-12.5,0,73,18100,7.6,1
438,-12.5,0,73,18100,7.6,1
480,-11.1,0,81,17500,2.6,1
478,-6.1,0,61,24500,6.8,1
453,-2.8,0,39,51200,19,1
447,-2.8,0,39,51200,19,1
464,-1.4,0,40,50200,18.2,1
461,-2,0,42,46300,12.2,1
448,-3.4,0,46,42800,11.5,1
494,-4.6,0,45,38700,10.5,1
435,-12.5,0,74,15300,8.1,1
462,-12.5,0,74,15300,8.1,1
523,-10.4,0,81,18400,5.4,1
480,-10.4,0,81,18400,5.4,1
547,-5.5,0,54,26500,8.5,1
490,-5.5,0,54,26500,8.5,1
439,-2.8,0,40,48900,15.8,1
486,-2.8,0,40,48900,15.8,1
484,-1.9,0,41,48100,15.1,1
457,-1.9,0,41,48100,15.1,1
453,-2.2,0,41,45800,10.5,1
439,-2.2,0,41,45800,10.5,1
444,-3.8,0,46,39600,9.8,1
493,-3.8,0,46,39600,9.8,1
444,-4.9,0,45,36500,9.7,1
435,-4.9,0,45,36500,9.7,1
446,-10.6,0,77,18700,6.5,1
444,-11.4,0,78,16500,6.8,1
454,-12.1,0,78,16300,7.4,1
484,-12.6,0,73,17800,7.2,1
468,-3.3,0,39,46700,19,1
448,-10.6,0,79,19100,7.2,1
448,-10.6,0,79,19100,7.2,1
457,-11.5,0,78,16100,7.2,1
454,-11.5,0,78,16100,7.2,1
455,-12.7,0,73,200,5.1,1
447,-12.7,0,73,200,5.1,1
452,-12.2,0,76,16600,6.4,1
462,-12.2,0,76,16600,6.4,1
461,-12.5,0,74,17800,9.1,1
444,-12.5,0,74,17800,9.1,1
467,-9.6,0,80,18800,8.9,1
446,-9.6,0,80,18800,8.9,1
491,-4.4,0,48,40600,9.7,1
439,-4.4,0,48,40600,9.7,1
591,-3.4,0,40,46100,18.2,1
444,-3.4,0,40,46100,18.2,1
449,-1.9,0,40,49600,19.3,1
451,-1.9,0,40,49600,19.3,1
452,-2,0,42,47100,13.8,1
450,-2,0,42,47100,13.8,1
431,-2,0,41,48800,13,1
465,-2,0,41,48800,13,1
426,-4,0,46,38300,9.7,1
463,-4,0,46,38300,9.7,1
430,-4.2,0,45,44600,10.2,1
445,-4.2,0,45,44600,10.2,1
432,-3.7,0,45,44100,11,1
477,-3.7,0,45,44100,11,1
510,-10.7,0,79,19100,7.3,1
447,-10.7,0,79,19100,7.3,1
504,-11.8,0,78,16000,4.7,1
422,-11.8,0,78,16000,4.7,1
455,-11.7,0,74,12200,7.2,1
462,-12.4,0,75,16800,7.1,1
485,-12.4,0,75,16800,7.1,1
462,-12.6,0,76,17600,8.2,1
465,-12.6,0,76,17600,8.2,1
459,-8.9,0,77,18600,9.8,1
439,-8.9,0,77,18600,9.8,1
448,-4.3,0,44,37400,9,1
440,-4.3,0,44,37400,9,1
464,-3.3,0,40,45600,18.1,1
472,-2.5,0,40,50100,15.8,1
523,-2,0,43,46400,12.9,1
499,-2.5,0,42,45100,8.7,1
456,-4.3,0,45,37300,10.8,1
464,-4.7,0,46,38300,9.8,1
429,-3.2,0,43,42200,7.7,1
496,-3.2,0,43,42200,7.7,1
523,-11.8,0,75,15000,7.2,1
466,-11.8,0,75,15000,7.2,1
