_id,bias,prec,temp,delay
GC70228_1,1.0,0.004,37.2,146.0
GC70230_1,1.0,0.004,36.6,130.0
GC70230_1,1.0,0.004,37.2,130.0
GC70232_1,1.0,0.004,36.6,167.0
GC70232_1,1.0,0.004,37.2,167.0
GC70234_1,1.0,0.004,36.6,158.0
GC70234_1,1.0,0.004,37.2,158.0
GC70236_1,1.0,0.004,36.6,135.0
GC70236_1,1.0,0.004,37.2,135.0
GD70198_0,1.0,0.0,37.2,36.0
GD70198_0,1.0,0.004,36.6,36.0
GD70198_0,1.0,0.004,37.2,-108.0
GD70163_0,1.0,0.004,37.2,4.0
GD70163_0,1.0,0.0,37.2,4.0
GD70163_0,1.0,0.0,38.0,4.0
GD70165_0,1.0,0.004,37.2,16.0
GD70165_0,1.0,0.0,37.2,16.0
GD70167_0,1.0,0.004,36.6,-139.0
GD70167_0,1.0,0.004,37.2,-139.0
GD70167_0,1.0,0.0,37.2,89.0
GD70167_0,1.0,0.0,38.0,-127.0
GD70167_0,1.0,0.0,36.7,-139.0
GD70169_0,1.0,0.004,36.6,-136.0
GD70169_0,1.0,0.004,37.2,-136.0
GD70169_0,1.0,0.0,37.2,91.0
GD70169_0,1.0,0.0,38.0,-125.0
GD70169_0,1.0,0.0,36.7,-137.0
GD70171_0,1.0,0.004,36.6,-139.0
GD70171_0,1.0,0.004,37.2,-139.0
GD70171_0,1.0,0.0,37.2,94.0
GD70171_0,1.0,0.0,38.0,-122.0
GD70171_0,1.0,0.0,36.7,-134.0
GD70173_0,1.0,0.004,36.6,-151.0
GD70173_0,1.0,0.004,37.2,-151.0
GD70173_0,1.0,0.0,37.2,142.0
GD70173_0,1.0,0.0,38.0,-168.0
GD70173_0,1.0,0.0,36.7,-86.0
GD70175_0,1.0,0.004,36.6,-126.0
GD70175_0,1.0,0.004,37.2,-126.0
GD70175_0,1.0,0.0,37.2,-52.0
GD70175_0,1.0,0.0,38.0,-146.0
GD70177_0,1.0,0.004,37.2,-30.0
GD70177_0,1.0,0.0,37.2,-30.0
GD70177_0,1.0,0.0,38.0,-124.0
GD70179_0,1.0,0.004,37.2,27.0
GD70179_0,1.0,0.0,37.2,27.0
GD70179_0,1.0,0.0,38.0,15.0
GD70181_0,1.0,0.004,36.6,75.0
GD70181_0,1.0,0.004,37.2,75.0
GD70181_0,1.0,0.0,37.2,-19.0
GD70181_0,1.0,0.0,38.0,63.0
GD70183_0,1.0,0.004,36.6,77.0
GD70183_0,1.0,0.004,37.2,77.0
GD70183_0,1.0,0.0,37.2,-17.0
GD70183_0,1.0,0.0,38.0,65.0
GD70187_0,1.0,0.004,36.6,72.0
GD70187_0,1.0,0.004,37.2,72.0
GD70187_0,1.0,0.0,37.2,-22.0
GD70187_0,1.0,0.0,38.0,60.0
GD70164_1,1.0,0.004,36.6,34.0
GD70164_1,1.0,0.004,37.2,34.0
GD70166_1,1.0,0.004,36.6,28.0
GD70166_1,1.0,0.004,37.2,28.0
GD70168_1,1.0,0.004,36.6,47.0
GD70168_1,1.0,0.004,37.2,47.0
GD70170_1,1.0,0.004,36.6,49.0
GD70170_1,1.0,0.004,37.2,49.0
GD70172_1,1.0,0.0,37.2,141.0
GD70172_1,1.0,0.004,36.6,141.0
GD70172_1,1.0,0.004,37.2,75.0
GD70174_1,1.0,0.0,37.2,141.0
GD70174_1,1.0,0.004,36.6,141.0
GD70174_1,1.0,0.004,37.2,61.0
GD70174_1,1.0,0.0,37.2,7.0
GD70176_1,1.0,0.0,37.2,125.0
GD70176_1,1.0,0.004,36.6,125.0
GD70176_1,1.0,0.004,37.2,50.0
GD70176_1,1.0,0.0,37.2,-4.0
GD70178_1,1.0,0.004,36.6,98.0
GD70178_1,1.0,0.004,37.2,98.0
GD70178_1,1.0,0.0,37.2,-36.0
GD70180_1,1.0,0.004,36.6,95.0
GD70180_1,1.0,0.004,37.2,95.0
GD70180_1,1.0,0.0,37.2,15.0
GD70182_1,1.0,0.004,36.6,113.0
GD70182_1,1.0,0.004,37.2,113.0
GD70182_1,1.0,0.0,37.2,33.0
GD70186_1,1.0,0.004,36.6,101.0
GD70186_1,1.0,0.004,37.2,101.0
GD70186_1,1.0,0.0,37.2,20.0
GE70199_0,1.0,0.004,36.6,160.0
GE70199_0,1.0,0.004,37.2,160.0
GE70199_0,1.0,0.0,37.2,101.0
GE70239_0,1.0,0.004,36.6,114.0
GE70239_0,1.0,0.004,37.2,114.0
GE70239_0,1.0,0.0,37.2,103.0
GE70241_0,1.0,0.004,36.6,118.0
GE70241_0,1.0,0.004,37.2,118.0
GE70241_0,1.0,0.0,37.2,107.0
GE70243_0,1.0,0.004,36.6,118.0
GE70243_0,1.0,0.004,37.2,118.0
GE70243_0,1.0,0.0,37.2,107.0
GE70243_0,1.0,0.0,38.0,48.0
GE70245_0,1.0,0.004,36.6,-37.0
GE70245_0,1.0,0.004,37.2,-37.0
GE70245_0,1.0,0.0,37.2,83.0
GE70245_0,1.0,0.0,38.0,24.0
GE70247_0,1.0,0.004,36.6,-51.0
GE70247_0,1.0,0.004,37.2,-51.0
GE70247_0,1.0,0.0,37.2,80.0
GE70247_0,1.0,0.0,38.0,10.0
GE70249_0,1.0,0.004,36.6,-46.0
GE70249_0,1.0,0.004,37.2,-46.0
GE70249_0,1.0,0.0,37.2,85.0
GE70249_0,1.0,0.0,38.0,15.0
GE70251_0,1.0,0.004,36.6,17.0
GE70251_0,1.0,0.004,37.2,17.0
GE70251_0,1.0,0.0,37.2,148.0
GE70251_0,1.0,0.0,38.0,80.0
GE70253_0,1.0,0.004,36.6,-93.0
GE70253_0,1.0,0.004,37.2,-93.0
GE70253_0,1.0,0.0,37.2,38.0
GE70253_0,1.0,0.0,38.0,27.0
GE70255_0,1.0,0.004,36.6,-97.0
GE70255_0,1.0,0.004,37.2,-97.0
GE70255_0,1.0,0.0,37.2,48.0
GE70255_0,1.0,0.0,38.0,38.0
GE70257_0,1.0,0.004,36.6,-86.0
GE70257_0,1.0,0.004,37.2,-86.0
GE70257_0,1.0,0.0,37.2,-68.0
GE70257_0,1.0,0.0,38.0,52.0
GE70240_1,1.0,0.004,36.6,-33.0
GE70240_1,1.0,0.004,37.2,-33.0
GE70240_1,1.0,0.0,37.2,-35.0
GE70240_1,1.0,0.0,38.0,43.0
GE70240_1,1.0,0.0,36.7,163.0
GE70240_1,1.0,0.0,37.0,46.0
GE70242_1,1.0,0.004,36.6,-77.0
GE70242_1,1.0,0.004,37.2,-77.0
GE70242_1,1.0,0.0,37.2,-84.0
GE70242_1,1.0,0.0,38.0,-7.0
GE70242_1,1.0,0.0,36.7,115.0
GE70242_1,1.0,0.0,37.0,-3.0
GE70244_1,1.0,0.004,36.6,-65.0
GE70244_1,1.0,0.004,37.2,-65.0
GE70244_1,1.0,0.0,37.2,-72.0
GE70244_1,1.0,0.0,38.0,137.0
GE70244_1,1.0,0.0,36.7,127.0
GE70246_1,1.0,0.004,36.6,-24.0
GE70246_1,1.0,0.004,37.2,-24.0
GE70246_1,1.0,0.0,37.2,-26.0
GE70246_1,1.0,0.0,38.0,172.0
GE70246_1,1.0,0.0,36.7,172.0
GE70248_1,1.0,0.004,36.6,36.0
GE70248_1,1.0,0.004,37.2,36.0
GE70248_1,1.0,0.0,37.2,106.0
GE70248_1,1.0,0.0,38.0,-170.0
GE70248_1,1.0,0.0,36.7,110.0
GE70250_1,1.0,0.004,36.6,-2.0
GE70250_1,1.0,0.004,37.2,-2.0
GE70250_1,1.0,0.0,37.2,128.0
GE70250_1,1.0,0.0,38.0,-148.0
GE70250_1,1.0,0.0,36.7,134.0
GE70252_1,1.0,0.004,36.6,74.0
GE70252_1,1.0,0.004,37.2,74.0
GE70252_1,1.0,0.0,37.2,146.0
GE70252_1,1.0,0.0,38.0,-130.0
GE70252_1,1.0,0.0,36.7,152.0
GE70254_1,1.0,0.004,36.6,25.0
GE70254_1,1.0,0.004,37.2,25.0
GE70254_1,1.0,0.0,37.2,97.0
GE70254_1,1.0,0.0,38.0,103.0
GE70254_1,1.0,0.0,36.7,103.0
GE70256_1,1.0,0.004,36.6,-30.0
GE70256_1,1.0,0.004,37.2,-30.0
GE70256_1,1.0,0.0,37.2,37.0
GE70256_1,1.0,0.0,38.0,159.0
GE70256_1,1.0,0.0,36.7,43.0
GE70258_1,1.0,0.004,36.6,37.0
GE70258_1,1.0,0.004,37.2,37.0
GE70258_1,1.0,0.0,37.2,104.0
GE70258_1,1.0,0.0,38.0,110.0
GE70258_1,1.0,0.0,36.7,110.0
G70107_2,1.0,0.004,36.6,-42.0
G70107_2,1.0,0.004,37.2,-42.0
G70107_2,1.0,0.0,37.2,-93.0
G70107_2,1.0,0.0,38.0,-93.0
G70107_2,1.0,0.0,36.7,77.0
G70107_2,1.0,0.0,37.0,-44.0
G70107_2,1.0,0.0,37.0,-44.0
G70107_2,1.0,0.0,37.5,180.0
G70107_2,1.0,0.0,37.6,180.0
G70161_2,1.0,0.0,37.2,-69.0
G70161_2,1.0,0.0,38.0,-69.0
G70237_2,1.0,0.004,36.6,-123.0
G70237_2,1.0,0.004,37.2,-123.0
G70237_2,1.0,0.0,37.2,-171.0
G70237_2,1.0,0.0,38.0,67.0
G70237_2,1.0,0.0,36.7,27.0
G70237_2,1.0,0.0,37.0,-124.0
G70237_2,1.0,0.0,37.0,125.0
G70200_1,1.0,0.004,36.6,-108.0
G70200_1,1.0,0.004,37.2,-108.0
G70200_1,1.0,0.0,37.2,14.0
G70200_1,1.0,0.0,38.0,-163.0
G70200_1,1.0,0.0,36.7,39.0
G70200_1,1.0,0.0,37.0,-71.0
G70153_0,1.0,0.004,36.6,-133.0
G70153_0,1.0,0.004,37.2,-133.0
G70153_0,1.0,0.0,37.2,-57.0
G70153_0,1.0,0.0,38.0,-130.0
G70153_0,1.0,0.0,36.7,-176.0
G70153_0,1.0,0.0,37.0,163.0
G70155_0,1.0,0.004,36.6,-124.0
G70155_0,1.0,0.004,37.2,-124.0
G70155_0,1.0,0.0,37.2,-95.0
G70155_0,1.0,0.0,38.0,-120.0
G70155_0,1.0,0.0,36.7,-166.0
G70155_0,1.0,0.0,37.0,173.0
G70157_1,1.0,0.004,36.6,-113.0
G70157_1,1.0,0.004,37.2,-113.0
G70157_1,1.0,0.0,37.2,-94.0
G70157_1,1.0,0.0,38.0,-119.0
G70157_1,1.0,0.0,36.7,-165.0
G70159_1,1.0,0.0,37.2,-75.0
G70159_1,1.0,0.004,36.6,-75.0
G70159_1,1.0,0.004,37.2,-122.0
G70159_1,1.0,0.0,37.2,-176.0
G70159_1,1.0,0.0,38.0,-87.0
G70159_1,1.0,0.0,36.7,46.0
G70159_1,1.0,0.0,37.0,-94.0
G70202_1,1.0,0.004,36.6,32.0
G70202_1,1.0,0.004,37.2,32.0
G70204_1,1.0,0.004,36.6,11.0
G70204_1,1.0,0.004,37.2,11.0
G70206_1,1.0,0.004,36.6,21.0
G70206_1,1.0,0.004,37.2,21.0
G70208_1,1.0,0.0,37.2,177.0
G70208_1,1.0,0.004,36.6,177.0
G70208_1,1.0,0.004,37.2,43.0
G70205_1,1.0,0.004,36.6,119.0
G70205_1,1.0,0.004,37.2,119.0
G70205_1,1.0,0.0,37.2,-108.0
G70205_1,1.0,0.0,38.0,-68.0
G70205_1,1.0,0.0,36.7,-88.0
G70205_1,1.0,0.0,37.0,98.0
G70205_1,1.0,0.0,37.0,12.0
G70207_1,1.0,0.004,36.6,60.0
G70207_1,1.0,0.004,37.2,60.0
G70207_1,1.0,0.0,37.2,-50.0
G70207_1,1.0,0.0,38.0,-127.0
G70207_1,1.0,0.0,36.7,-66.0
G70207_1,1.0,0.0,37.0,39.0
G70207_1,1.0,0.0,37.0,-47.0
G70201_1,1.0,0.004,36.6,119.0
G70201_1,1.0,0.004,37.2,119.0
G70201_1,1.0,0.0,37.2,55.0
G70201_1,1.0,0.0,38.0,-151.0
G70201_1,1.0,0.0,36.7,172.0
G70201_1,1.0,0.0,37.0,-17.0
G70201_1,1.0,0.0,37.0,-143.0
G70203_1,1.0,0.004,36.6,-6.0
G70203_1,1.0,0.004,37.2,-6.0
G70203_1,1.0,0.0,37.2,-117.0
G70203_1,1.0,0.0,38.0,-163.0
G70203_1,1.0,0.0,36.7,-95.0
G70203_1,1.0,0.0,37.0,133.0
G70203_1,1.0,0.0,37.0,-1.0
G70150_1,1.0,0.004,36.6,69.0
G70150_1,1.0,0.004,37.2,69.0
G70150_1,1.0,0.0,37.2,39.0
G70152_1,1.0,0.0,37.2,18.0
G70152_1,1.0,0.004,36.6,18.0
G70152_1,1.0,0.004,37.2,67.0
G70152_1,1.0,0.0,37.2,-124.0
G70152_1,1.0,0.0,38.0,-49.0
G70154_1,1.0,0.004,36.6,9.0
G70154_1,1.0,0.004,37.2,9.0
G70154_1,1.0,0.0,37.2,-110.0
G70154_1,1.0,0.0,38.0,-118.0
G70154_1,1.0,0.0,36.7,-74.0
G70154_1,1.0,0.0,37.0,-158.0
G70156_1,1.0,0.004,36.6,-4.0
G70156_1,1.0,0.004,37.2,-4.0
G70156_1,1.0,0.0,37.2,-105.0
G70156_1,1.0,0.0,38.0,-140.0
G70156_1,1.0,0.0,36.7,-74.0
G70156_1,1.0,0.0,37.0,-19.0
G70158_1,1.0,0.004,36.6,-19.0
G70158_1,1.0,0.004,37.2,-19.0
G70158_1,1.0,0.0,37.2,23.0
G70158_1,1.0,0.0,38.0,-155.0
G70158_1,1.0,0.0,36.7,152.0
G70158_1,1.0,0.0,37.0,-34.0
G71150_1,1.0,0.004,36.6,-100.0
G71150_1,1.0,0.004,37.2,-100.0
G71150_1,1.0,0.0,37.2,-100.0
B70046_0,1.0,0.004,36.6,155.0
B70046_0,1.0,0.004,37.2,155.0
B70048_0,1.0,0.004,36.6,164.0
B70048_0,1.0,0.004,37.2,164.0
B70050_0,1.0,0.004,36.6,143.0
B70050_0,1.0,0.004,37.2,143.0
B70052_0,1.0,0.004,36.6,159.0
B70052_0,1.0,0.004,37.2,159.0
B70054_0,1.0,0.004,36.6,131.0
B70054_0,1.0,0.004,37.2,131.0
B70056_0,1.0,0.004,36.6,98.0
B70056_0,1.0,0.004,37.2,98.0
B70058_0,1.0,0.004,36.6,84.0
B70058_0,1.0,0.004,37.2,84.0
B70058_0,1.0,0.0,37.2,84.0
B70041_1,1.0,0.004,37.2,172.0
B70041_1,1.0,0.0,37.2,172.0
B70041_1,1.0,0.0,38.0,156.0
B70043_1,1.0,0.004,36.6,30.0
B70043_1,1.0,0.004,37.2,30.0
B70043_1,1.0,0.0,37.2,89.0
B70043_1,1.0,0.0,38.0,73.0
B70045_1,1.0,0.004,36.6,127.0
B70045_1,1.0,0.004,37.2,127.0
B70045_1,1.0,0.0,37.2,102.0
B70045_1,1.0,0.0,38.0,102.0
B70047_1,1.0,0.004,36.6,103.0
B70047_1,1.0,0.004,37.2,103.0
B70047_1,1.0,0.0,37.2,78.0
B70047_1,1.0,0.0,38.0,78.0
B70049_1,1.0,0.004,36.6,127.0
B70049_1,1.0,0.004,37.2,127.0
B70049_1,1.0,0.0,37.2,102.0
B70049_1,1.0,0.0,38.0,102.0
B70051_1,1.0,0.004,36.6,102.0
B70051_1,1.0,0.004,37.2,102.0
B70051_1,1.0,0.0,37.2,86.0
B70051_1,1.0,0.0,38.0,86.0
B70053_1,1.0,0.004,36.6,126.0
B70053_1,1.0,0.004,37.2,126.0
B70053_1,1.0,0.0,37.2,111.0
B70055_1,1.0,0.004,36.6,104.0
B70055_1,1.0,0.004,37.2,104.0
B70055_1,1.0,0.0,37.2,89.0
B70057_1,1.0,0.004,36.6,111.0
B70057_1,1.0,0.004,37.2,111.0
B70057_1,1.0,0.0,37.2,96.0
B70060_2,1.0,0.004,36.6,31.0
B70060_2,1.0,0.004,37.2,31.0
B70060_2,1.0,0.0,37.2,76.0
